"","PLAYER_NAME","Type","PERIOD","Shot_Quantity","Made_Quantity","Percentage"
"105","Aaron Gordon","Layup Shot",2,20,8,0.4
"106","Aaron Gordon","Pullup Bank shot",2,1,1,1
"107","Aaron Gordon","Pullup Jump shot",2,7,4,0.571428571428571
"108","Aaron Gordon","Putback Dunk Shot",2,2,2,1
"109","Aaron Gordon","Putback Layup Shot",2,2,1,0.5
"110","Aaron Gordon","Reverse Dunk Shot",2,1,1,1
"111","Aaron Gordon","Reverse Layup Shot",2,2,0,0
"112","Aaron Gordon","Running Dunk Shot",2,4,4,1
"113","Aaron Gordon","Running Jump Shot",2,2,1,0.5
"114","Aaron Gordon","Running Layup Shot",2,3,1,0.333333333333333
"115","Aaron Gordon","Running Pull-Up Jump Shot",2,1,1,1
"116","Aaron Gordon","Step Back Jump shot",2,1,0,0
"117","Aaron Gordon","Tip Dunk Shot",2,1,1,1
"118","Aaron Gordon","Tip Layup Shot",2,10,8,0.8
"119","Aaron Gordon","Turnaround Fadeaway shot",2,3,2,0.666666666666667
"120","Aaron Gordon","Turnaround Hook Shot",2,1,1,1
"121","Aaron Gordon","Turnaround Jump Shot",2,2,1,0.5
"122","Aaron Gordon","Alley Oop Dunk Shot",3,6,6,1
"123","Aaron Gordon","Alley Oop Layup shot",3,1,0,0
"124","Aaron Gordon","Cutting Dunk Shot",3,1,1,1
"125","Aaron Gordon","Cutting Layup Shot",3,2,2,1
"126","Aaron Gordon","Driving Dunk Shot",3,1,1,1
"127","Aaron Gordon","Driving Finger Roll Layup Shot",3,2,2,1
"128","Aaron Gordon","Driving Hook Shot",3,1,1,1
"129","Aaron Gordon","Driving Layup Shot",3,6,3,0.5
"130","Aaron Gordon","Driving Reverse Dunk Shot",3,1,1,1
"131","Aaron Gordon","Driving Reverse Layup Shot",3,2,1,0.5
"132","Aaron Gordon","Dunk Shot",3,3,3,1
"133","Aaron Gordon","Floating Jump shot",3,1,0,0
"134","Aaron Gordon","Hook Shot",3,4,2,0.5
"135","Aaron Gordon","Jump Bank Shot",3,2,0,0
"136","Aaron Gordon","Jump Shot",3,65,16,0.246153846153846
"137","Aaron Gordon","Layup Shot",3,16,6,0.375
"138","Aaron Gordon","Pullup Jump shot",3,11,6,0.545454545454545
"139","Aaron Gordon","Putback Dunk Shot",3,1,0,0
"140","Aaron Gordon","Putback Layup Shot",3,2,2,1
"141","Aaron Gordon","Reverse Layup Shot",3,1,1,1
"142","Aaron Gordon","Running Dunk Shot",3,1,1,1
"143","Aaron Gordon","Running Jump Shot",3,1,1,1
"144","Aaron Gordon","Running Layup Shot",3,1,0,0
"145","Aaron Gordon","Step Back Jump shot",3,4,1,0.25
"146","Aaron Gordon","Tip Dunk Shot",3,1,0,0
"147","Aaron Gordon","Tip Layup Shot",3,9,5,0.555555555555556
"148","Aaron Gordon","Turnaround Jump Shot",3,3,1,0.333333333333333
"149","Aaron Gordon","Alley Oop Dunk Shot",4,2,2,1
"150","Aaron Gordon","Cutting Dunk Shot",4,2,2,1
"151","Aaron Gordon","Cutting Layup Shot",4,1,1,1
"152","Aaron Gordon","Driving Dunk Shot",4,2,2,1
"153","Aaron Gordon","Driving Finger Roll Layup Shot",4,1,1,1
"154","Aaron Gordon","Driving Layup Shot",4,7,4,0.571428571428571
"155","Aaron Gordon","Driving Reverse Layup Shot",4,3,1,0.333333333333333
"156","Aaron Gordon","Dunk Shot",4,2,1,0.5
"157","Aaron Gordon","Jump Shot",4,36,12,0.333333333333333
"158","Aaron Gordon","Layup Shot",4,13,5,0.384615384615385
"159","Aaron Gordon","Pullup Jump shot",4,4,4,1
"160","Aaron Gordon","Putback Dunk Shot",4,2,2,1
"161","Aaron Gordon","Putback Layup Shot",4,7,5,0.714285714285714
"162","Aaron Gordon","Reverse Dunk Shot",4,2,2,1
"163","Aaron Gordon","Reverse Layup Shot",4,2,1,0.5
"164","Aaron Gordon","Running Jump Shot",4,1,1,1
"165","Aaron Gordon","Running Layup Shot",4,4,2,0.5
"166","Aaron Gordon","Running Pull-Up Jump Shot",4,1,0,0
"167","Aaron Gordon","Tip Dunk Shot",4,3,3,1
"168","Aaron Gordon","Tip Layup Shot",4,9,7,0.777777777777778
"169","Aaron Gordon","Turnaround Fadeaway shot",4,1,0,0
"170","Aaron Gordon","Turnaround Hook Shot",4,1,0,0
"171","Aaron Gordon","Turnaround Jump Shot",4,3,1,0.333333333333333
"172","Aaron Gordon","Alley Oop Dunk Shot",5,1,1,1
"173","Aaron Gordon","Driving Reverse Layup Shot",5,1,0,0
"174","Aaron Gordon","Jump Shot",5,2,1,0.5
"175","Aaron Gordon","Layup Shot",5,1,0,0
"176","Aaron Gordon","Putback Layup Shot",5,1,0,0
"177","Adreian Payne","Cutting Dunk Shot",1,1,1,1
"178","Adreian Payne","Dunk Shot",1,1,1,1
"179","Adreian Payne","Hook Shot",1,2,1,0.5
"180","Adreian Payne","Jump Shot",1,24,9,0.375
"181","Adreian Payne","Layup Shot",1,2,1,0.5
"182","Adreian Payne","Step Back Jump shot",1,1,0,0
"183","Adreian Payne","Turnaround Bank shot",1,1,0,0
"184","Adreian Payne","Cutting Dunk Shot",2,1,1,1
"185","Adreian Payne","Cutting Layup Shot",2,1,1,1
"186","Adreian Payne","Driving Floating Jump Shot",2,2,1,0.5
"187","Adreian Payne","Driving Layup Shot",2,1,1,1
"188","Adreian Payne","Dunk Shot",2,1,0,0
"189","Adreian Payne","Hook Shot",2,2,1,0.5
"190","Adreian Payne","Jump Shot",2,23,7,0.304347826086957
"191","Adreian Payne","Layup Shot",2,3,1,0.333333333333333
"192","Adreian Payne","Pullup Jump shot",2,3,1,0.333333333333333
"193","Adreian Payne","Putback Dunk Shot",2,1,1,1
"194","Adreian Payne","Putback Layup Shot",2,1,0,0
"195","Adreian Payne","Reverse Layup Shot",2,1,0,0
"196","Adreian Payne","Running Jump Shot",2,1,0,0
"197","Adreian Payne","Tip Dunk Shot",2,1,1,1
"198","Adreian Payne","Turnaround Hook Shot",2,1,1,1
"199","Adreian Payne","Turnaround Jump Shot",2,2,0,0
"200","Adreian Payne","Cutting Dunk Shot",3,1,1,1
"201","Adreian Payne","Driving Bank Hook Shot",3,1,0,0
"202","Adreian Payne","Driving Layup Shot",3,1,1,1
"203","Adreian Payne","Floating Jump shot",3,1,0,0
"204","Adreian Payne","Jump Bank Shot",3,1,0,0
"205","Adreian Payne","Jump Shot",3,14,2,0.142857142857143
"206","Adreian Payne","Layup Shot",3,3,0,0
"207","Adreian Payne","Reverse Layup Shot",3,1,0,0
"208","Adreian Payne","Running Jump Shot",3,1,0,0
"209","Adreian Payne","Step Back Jump shot",3,1,1,1
"210","Adreian Payne","Turnaround Hook Shot",3,1,1,1
"211","Adreian Payne","Alley Oop Dunk Shot",4,2,2,1
"212","Adreian Payne","Cutting Layup Shot",4,1,0,0
"213","Adreian Payne","Driving Bank shot",4,1,0,0
"214","Adreian Payne","Driving Layup Shot",4,3,2,0.666666666666667
"215","Adreian Payne","Fadeaway Jump Shot",4,1,1,1
"216","Adreian Payne","Hook Shot",4,1,0,0
"217","Adreian Payne","Jump Shot",4,20,5,0.25
"218","Adreian Payne","Layup Shot",4,2,1,0.5
"219","Adreian Payne","Pullup Jump shot",4,1,0,0
"220","Adreian Payne","Putback Dunk Shot",4,1,1,1
"221","Adreian Payne","Putback Layup Shot",4,1,1,1
"222","Adreian Payne","Step Back Jump shot",4,1,0,0
"223","Adreian Payne","Tip Layup Shot",4,2,1,0.5
"224","Adreian Payne","Turnaround Bank shot",4,1,1,1
"225","Adreian Payne","Turnaround Fadeaway Bank Jump Shot",4,1,1,1
"226","Adreian Payne","Turnaround Jump Shot",4,3,1,0.333333333333333
"227","Al Horford","Alley Oop Dunk Shot",1,3,3,1
"228","Al Horford","Alley Oop Layup shot",1,4,4,1
"229","Al Horford","Cutting Dunk Shot",1,3,3,1
"230","Al Horford","Cutting Finger Roll Layup Shot",1,1,1,1
"231","Al Horford","Cutting Layup Shot",1,8,7,0.875
"232","Al Horford","Driving Dunk Shot",1,6,5,0.833333333333333
"233","Al Horford","Driving Finger Roll Layup Shot",1,2,2,1
"234","Al Horford","Driving Floating Jump Shot",1,1,0,0
"235","Al Horford","Driving Hook Shot",1,2,1,0.5
"236","Al Horford","Driving Layup Shot",1,5,4,0.8
"237","Al Horford","Driving Reverse Layup Shot",1,3,3,1
"238","Al Horford","Dunk Shot",1,3,3,1
"239","Al Horford","Floating Jump shot",1,6,2,0.333333333333333
"240","Al Horford","Hook Shot",1,12,6,0.5
"241","Al Horford","Jump Bank Shot",1,3,0,0
"242","Al Horford","Jump Shot",1,148,51,0.344594594594595
"243","Al Horford","Layup Shot",1,18,9,0.5
"244","Al Horford","Pullup Jump shot",1,2,2,1
"245","Al Horford","Putback Layup Shot",1,6,3,0.5
"246","Al Horford","Reverse Layup Shot",1,5,2,0.4
"247","Al Horford","Running Alley Oop Layup Shot",1,1,0,0
"248","Al Horford","Running Dunk Shot",1,2,2,1
"249","Al Horford","Running Jump Shot",1,1,0,0
"250","Al Horford","Running Layup Shot",1,2,1,0.5
"251","Al Horford","Running Pull-Up Jump Shot",1,1,0,0
"252","Al Horford","Step Back Jump shot",1,3,1,0.333333333333333
"253","Al Horford","Tip Dunk Shot",1,2,2,1
"254","Al Horford","Tip Layup Shot",1,2,1,0.5
"255","Al Horford","Turnaround Fadeaway shot",1,1,0,0
"256","Al Horford","Turnaround Hook Shot",1,4,1,0.25
"257","Al Horford","Turnaround Jump Shot",1,11,2,0.181818181818182
"258","Al Horford","Alley Oop Dunk Shot",2,8,7,0.875
"259","Al Horford","Alley Oop Layup shot",2,5,4,0.8
"260","Al Horford","Cutting Dunk Shot",2,2,2,1
"261","Al Horford","Cutting Layup Shot",2,7,3,0.428571428571429
"262","Al Horford","Driving Dunk Shot",2,5,5,1
"263","Al Horford","Driving Finger Roll Layup Shot",2,3,2,0.666666666666667
"264","Al Horford","Driving Floating Jump Shot",2,1,1,1
"265","Al Horford","Driving Hook Shot",2,6,3,0.5
"266","Al Horford","Driving Layup Shot",2,9,4,0.444444444444444
"267","Al Horford","Driving Reverse Layup Shot",2,3,2,0.666666666666667
"268","Al Horford","Dunk Shot",2,3,3,1
"269","Al Horford","Finger Roll Layup Shot",2,2,2,1
"270","Al Horford","Floating Jump shot",2,2,1,0.5
"271","Al Horford","Hook Shot",2,10,3,0.3
"272","Al Horford","Jump Bank Shot",2,1,1,1
"273","Al Horford","Jump Shot",2,134,57,0.425373134328358
"274","Al Horford","Layup Shot",2,17,15,0.882352941176471
"275","Al Horford","Pullup Jump shot",2,3,2,0.666666666666667
"276","Al Horford","Putback Layup Shot",2,4,3,0.75
"277","Al Horford","Reverse Layup Shot",2,3,2,0.666666666666667
"278","Al Horford","Running Alley Oop Dunk Shot",2,2,2,1
"279","Al Horford","Running Finger Roll Layup Shot",2,1,1,1
"280","Al Horford","Running Layup Shot",2,2,2,1
"281","Al Horford","Running Reverse Layup Shot",2,1,0,0
"282","Al Horford","Step Back Jump shot",2,1,1,1
"283","Al Horford","Tip Dunk Shot",2,2,2,1
"284","Al Horford","Tip Layup Shot",2,9,6,0.666666666666667
"285","Al Horford","Turnaround Bank shot",2,2,1,0.5
"286","Al Horford","Turnaround Hook Shot",2,3,1,0.333333333333333
"287","Al Horford","Turnaround Jump Shot",2,1,1,1
"288","Al Horford","Alley Oop Dunk Shot",3,9,9,1
"289","Al Horford","Alley Oop Layup shot",3,4,3,0.75
"290","Al Horford","Cutting Dunk Shot",3,5,5,1
"291","Al Horford","Cutting Layup Shot",3,5,5,1
"292","Al Horford","Driving Dunk Shot",3,3,3,1
"293","Al Horford","Driving Finger Roll Layup Shot",3,2,1,0.5
"294","Al Horford","Driving Floating Jump Shot",3,1,1,1
"295","Al Horford","Driving Hook Shot",3,4,1,0.25
"296","Al Horford","Driving Layup Shot",3,6,4,0.666666666666667
"297","Al Horford","Driving Reverse Layup Shot",3,2,1,0.5
"298","Al Horford","Dunk Shot",3,5,5,1
"299","Al Horford","Fadeaway Jump Shot",3,3,0,0
"300","Al Horford","Finger Roll Layup Shot",3,1,0,0
"301","Al Horford","Floating Jump shot",3,8,3,0.375
"302","Al Horford","Hook Bank Shot",3,1,1,1
"303","Al Horford","Hook Shot",3,9,2,0.222222222222222
"304","Al Horford","Jump Bank Shot",3,2,1,0.5
"305","Al Horford","Jump Shot",3,146,58,0.397260273972603
"306","Al Horford","Layup Shot",3,16,10,0.625
"307","Al Horford","Pullup Jump shot",3,1,1,1
"308","Al Horford","Putback Dunk Shot",3,1,1,1
"309","Al Horford","Putback Layup Shot",3,2,2,1
"310","Al Horford","Reverse Layup Shot",3,2,2,1
"311","Al Horford","Running Dunk Shot",3,1,1,1
"312","Al Horford","Running Jump Shot",3,2,1,0.5
"313","Al Horford","Running Layup Shot",3,2,1,0.5
"314","Al Horford","Step Back Jump shot",3,5,0,0
"315","Al Horford","Tip Layup Shot",3,10,7,0.7
"316","Al Horford","Turnaround Bank shot",3,3,2,0.666666666666667
"317","Al Horford","Turnaround Hook Shot",3,3,1,0.333333333333333
"318","Al Horford","Turnaround Jump Shot",3,1,0,0
"319","Al Horford","Alley Oop Dunk Shot",4,9,7,0.777777777777778
"320","Al Horford","Alley Oop Layup shot",4,2,2,1
"321","Al Horford","Cutting Dunk Shot",4,3,3,1
"322","Al Horford","Cutting Layup Shot",4,4,4,1
"323","Al Horford","Driving Dunk Shot",4,2,2,1
"324","Al Horford","Driving Finger Roll Layup Shot",4,1,1,1
"325","Al Horford","Driving Floating Jump Shot",4,2,0,0
"326","Al Horford","Driving Hook Shot",4,5,2,0.4
"327","Al Horford","Driving Layup Shot",4,8,3,0.375
"328","Al Horford","Dunk Shot",4,6,6,1
"329","Al Horford","Finger Roll Layup Shot",4,1,1,1
"330","Al Horford","Floating Jump shot",4,4,4,1
"331","Al Horford","Hook Shot",4,8,4,0.5
"332","Al Horford","Jump Bank Shot",4,1,1,1
"333","Al Horford","Jump Shot",4,141,63,0.446808510638298
"334","Al Horford","Layup Shot",4,23,15,0.652173913043478
"335","Al Horford","Putback Layup Shot",4,5,3,0.6
"336","Al Horford","Running Dunk Shot",4,3,3,1
"337","Al Horford","Running Finger Roll Layup Shot",4,1,1,1
"338","Al Horford","Running Jump Shot",4,1,1,1
"339","Al Horford","Running Layup Shot",4,1,0,0
"340","Al Horford","Step Back Jump shot",4,2,0,0
"341","Al Horford","Tip Layup Shot",4,6,3,0.5
"342","Al Horford","Turnaround Bank shot",4,1,1,1
"343","Al Horford","Turnaround Hook Shot",4,6,1,0.166666666666667
"344","Al Horford","Turnaround Jump Shot",4,1,0,0
"345","Al Horford","Floating Jump shot",5,1,1,1
"346","Al Horford","Hook Shot",5,1,0,0
"347","Al Horford","Jump Shot",5,9,5,0.555555555555556
"348","Al Horford","Running Jump Shot",5,1,0,0
"349","Al Horford","Pullup Jump shot",6,1,0,0
"350","Al Jefferson","Cutting Dunk Shot",1,1,1,1
"351","Al Jefferson","Cutting Layup Shot",1,1,1,1
"352","Al Jefferson","Driving Finger Roll Layup Shot",1,1,1,1
"353","Al Jefferson","Driving Floating Jump Shot",1,1,1,1
"354","Al Jefferson","Driving Layup Shot",1,3,3,1
"355","Al Jefferson","Dunk Shot",1,5,4,0.8
"356","Al Jefferson","Finger Roll Layup Shot",1,1,1,1
"357","Al Jefferson","Floating Jump shot",1,5,2,0.4
"358","Al Jefferson","Hook Shot",1,13,6,0.461538461538462
"359","Al Jefferson","Jump Shot",1,70,32,0.457142857142857
"360","Al Jefferson","Layup Shot",1,23,10,0.434782608695652
"361","Al Jefferson","Pullup Jump shot",1,1,1,1
"362","Al Jefferson","Putback Layup Shot",1,2,2,1
"363","Al Jefferson","Reverse Layup Shot",1,2,1,0.5
"364","Al Jefferson","Tip Layup Shot",1,1,1,1
"365","Al Jefferson","Turnaround Fadeaway shot",1,1,1,1
"366","Al Jefferson","Turnaround Hook Shot",1,14,5,0.357142857142857
"367","Al Jefferson","Turnaround Jump Shot",1,9,6,0.666666666666667
"368","Al Jefferson","Alley Oop Layup shot",2,1,1,1
"369","Al Jefferson","Cutting Layup Shot",2,1,1,1
"370","Al Jefferson","Driving Hook Shot",2,1,1,1
"371","Al Jefferson","Dunk Shot",2,2,2,1
"372","Al Jefferson","Hook Shot",2,7,1,0.142857142857143
"373","Al Jefferson","Jump Bank Shot",2,1,0,0
"374","Al Jefferson","Jump Shot",2,54,19,0.351851851851852
"375","Al Jefferson","Layup Shot",2,27,13,0.481481481481481
"376","Al Jefferson","Putback Layup Shot",2,3,2,0.666666666666667
"377","Al Jefferson","Running Jump Shot",2,1,0,0
"378","Al Jefferson","Tip Layup Shot",2,1,0,0
"379","Al Jefferson","Turnaround Bank shot",2,1,1,1
"380","Al Jefferson","Turnaround Hook Shot",2,7,4,0.571428571428571
"381","Al Jefferson","Turnaround Jump Shot",2,9,3,0.333333333333333
"382","Al Jefferson","Alley Oop Layup shot",3,1,1,1
"383","Al Jefferson","Cutting Dunk Shot",3,1,1,1
"384","Al Jefferson","Dunk Shot",3,4,4,1
"385","Al Jefferson","Fadeaway Jump Shot",3,1,1,1
"386","Al Jefferson","Finger Roll Layup Shot",3,1,1,1
"387","Al Jefferson","Floating Jump shot",3,2,2,1
"388","Al Jefferson","Hook Shot",3,6,2,0.333333333333333
"389","Al Jefferson","Jump Shot",3,58,24,0.413793103448276
"390","Al Jefferson","Layup Shot",3,23,14,0.608695652173913
"391","Al Jefferson","Pullup Jump shot",3,1,0,0
"392","Al Jefferson","Putback Layup Shot",3,2,2,1
"393","Al Jefferson","Tip Layup Shot",3,2,0,0
"394","Al Jefferson","Turnaround Hook Shot",3,6,3,0.5
"395","Al Jefferson","Turnaround Jump Shot",3,13,6,0.461538461538462
"396","Al Jefferson","Cutting Dunk Shot",4,1,1,1
"397","Al Jefferson","Cutting Layup Shot",4,2,2,1
"398","Al Jefferson","Driving Layup Shot",4,1,1,1
"399","Al Jefferson","Fadeaway Jump Shot",4,1,0,0
"400","Al Jefferson","Floating Jump shot",4,2,1,0.5
"401","Al Jefferson","Hook Shot",4,14,7,0.5
"402","Al Jefferson","Jump Shot",4,47,18,0.382978723404255
"403","Al Jefferson","Layup Shot",4,18,13,0.722222222222222
"404","Al Jefferson","Putback Layup Shot",4,1,1,1
"405","Al Jefferson","Reverse Layup Shot",4,2,2,1
"406","Al Jefferson","Tip Layup Shot",4,2,1,0.5
"407","Al Jefferson","Turnaround Bank Hook Shot",4,1,0,0
"408","Al Jefferson","Turnaround Hook Shot",4,14,8,0.571428571428571
"409","Al Jefferson","Turnaround Jump Shot",4,8,2,0.25
"410","Al-Farouq Aminu","Alley Oop Dunk Shot",1,2,1,0.5
"411","Al-Farouq Aminu","Cutting Dunk Shot",1,1,1,1
"412","Al-Farouq Aminu","Cutting Layup Shot",1,4,3,0.75
"413","Al-Farouq Aminu","Driving Bank shot",1,1,1,1
"414","Al-Farouq Aminu","Driving Dunk Shot",1,1,1,1
"415","Al-Farouq Aminu","Driving Finger Roll Layup Shot",1,1,1,1
"416","Al-Farouq Aminu","Driving Floating Bank Jump Shot",1,2,1,0.5
"417","Al-Farouq Aminu","Driving Floating Jump Shot",1,3,1,0.333333333333333
"418","Al-Farouq Aminu","Driving Layup Shot",1,12,4,0.333333333333333
"419","Al-Farouq Aminu","Driving Reverse Layup Shot",1,1,0,0
"420","Al-Farouq Aminu","Dunk Shot",1,1,1,1
"421","Al-Farouq Aminu","Fadeaway Jump Shot",1,1,1,1
"422","Al-Farouq Aminu","Finger Roll Layup Shot",1,1,0,0
"423","Al-Farouq Aminu","Floating Jump shot",1,2,0,0
"424","Al-Farouq Aminu","Hook Shot",1,1,0,0
"425","Al-Farouq Aminu","Jump Bank Shot",1,1,1,1
"426","Al-Farouq Aminu","Jump Shot",1,126,52,0.412698412698413
"427","Al-Farouq Aminu","Layup Shot",1,10,2,0.2
"428","Al-Farouq Aminu","Pullup Jump shot",1,8,5,0.625
"429","Al-Farouq Aminu","Putback Layup Shot",1,2,2,1
"430","Al-Farouq Aminu","Reverse Layup Shot",1,1,1,1
"431","Al-Farouq Aminu","Running Dunk Shot",1,8,8,1
"432","Al-Farouq Aminu","Running Jump Shot",1,1,0,0
"433","Al-Farouq Aminu","Running Layup Shot",1,1,1,1
"434","Al-Farouq Aminu","Step Back Jump shot",1,2,0,0
"435","Al-Farouq Aminu","Tip Layup Shot",1,3,2,0.666666666666667
"436","Al-Farouq Aminu","Turnaround Bank shot",1,1,0,0
"437","Al-Farouq Aminu","Turnaround Fadeaway shot",1,1,0,0
"438","Al-Farouq Aminu","Turnaround Hook Shot",1,1,0,0
"439","Al-Farouq Aminu","Turnaround Jump Shot",1,2,1,0.5
"440","Al-Farouq Aminu","Alley Oop Dunk Shot",2,1,1,1
"441","Al-Farouq Aminu","Alley Oop Layup shot",2,1,1,1
