"","SHOT_DISTANCE","PERIOD","Average_Shot_Quantity","Average_Made_Quantity","Average_Percentage"
"86",12,1,2.13846153846154,0.912820512820513,0.426858513189448
"87",12,2,1.94871794871795,0.774358974358974,0.397368421052632
"88",12,3,1.92051282051282,0.8,0.416555407209613
"89",12,4,1.66666666666667,0.68974358974359,0.413846153846154
"90",12,5,0.0615384615384615,0.0205128205128205,0.333333333333333
"91",12,6,0.00512820512820513,NA,NA
"92",13,1,2.26153846153846,0.897435897435897,0.396825396825397
"93",13,2,1.84871794871795,0.715384615384615,0.386962552011096
"94",13,3,1.8,0.794871794871795,0.441595441595442
"95",13,4,1.67948717948718,0.71025641025641,0.422900763358779
"96",13,5,0.0538461538461538,0.00769230769230769,0.142857142857143
"97",13,6,0.00512820512820513,0.00256410256410256,0.5
"98",13,7,0.00256410256410256,NA,NA
"99",14,1,2.46666666666667,1.0025641025641,0.406444906444906
"100",14,2,2.25641025641026,0.887179487179487,0.393181818181818
"101",14,3,2.21538461538462,1.00512820512821,0.453703703703704
"102",14,4,1.97179487179487,0.856410256410256,0.434330299089727
"103",14,5,0.0615384615384615,0.0333333333333333,0.541666666666667
"104",14,6,0.00256410256410256,NA,NA
"105",15,1,3.27948717948718,1.34102564102564,0.408913213448006
"106",15,2,2.71282051282051,1.0974358974359,0.404536862003781
"107",15,3,2.72307692307692,1.0974358974359,0.4030131826742
"108",15,4,2.32307692307692,0.946153846153846,0.407284768211921
"109",15,5,0.0641025641025641,0.0282051282051282,0.44
"110",15,6,0.0102564102564103,0.00256410256410256,0.25
"111",15,7,0.00256410256410256,NA,NA
"112",15,8,0.00256410256410256,0.00256410256410256,1
"113",16,1,3.65641025641026,1.56923076923077,0.429172510518934
"114",16,2,3.35641025641026,1.35641025641026,0.404125286478228
"115",16,3,3.35641025641026,1.46666666666667,0.436974789915966
"116",16,4,2.96410256410256,1.18717948717949,0.400519031141868
"117",16,5,0.0948717948717949,0.0358974358974359,0.378378378378378
"118",16,6,0.00769230769230769,0.00512820512820513,0.666666666666667
"119",17,1,4.32307692307692,1.69487179487179,0.392052194543298
"120",17,2,3.51538461538462,1.48205128205128,0.421590080233406
"121",17,3,3.65384615384615,1.44102564102564,0.394385964912281
"122",17,4,3.15897435897436,1.21794871794872,0.385551948051948
"123",17,5,0.0897435897435897,0.0333333333333333,0.371428571428571
"124",17,6,0.00769230769230769,0.00256410256410256,0.333333333333333
"125",17,7,0.00256410256410256,NA,NA
"126",17,8,0.00256410256410256,0.00256410256410256,1
"127",18,1,4.6025641025641,1.8974358974359,0.412256267409471
"128",18,2,3.78461538461538,1.46923076923077,0.388211382113821
"129",18,3,3.90769230769231,1.63846153846154,0.419291338582677
"130",18,4,3.47692307692308,1.34615384615385,0.38716814159292
"131",18,5,0.0846153846153846,0.0230769230769231,0.272727272727273
"132",18,6,0.00769230769230769,0.00512820512820513,0.666666666666667
"133",19,1,4.12307692307692,1.61538461538462,0.391791044776119
"134",19,2,3.55641025641026,1.37948717948718,0.38788752703677
"135",19,3,3.57692307692308,1.48717948717949,0.415770609318996
"136",19,4,3.16666666666667,1.22820512820513,0.387854251012146
"137",19,5,0.102564102564103,0.0358974358974359,0.35
"138",19,6,0.0128205128205128,0.00769230769230769,0.6
"139",19,7,0.00256410256410256,NA,NA
"140",20,1,3.15897435897436,1.28205128205128,0.405844155844156
"141",20,2,2.73076923076923,1.07179487179487,0.392488262910798
"142",20,3,2.66923076923077,1.09487179487179,0.410182516810759
"143",20,4,2.26410256410256,0.897435897435897,0.396375990939977
"144",20,5,0.0358974358974359,0.00256410256410256,0.0714285714285714
"145",20,6,0.0179487179487179,0.00512820512820513,0.285714285714286
"146",20,8,0.00256410256410256,NA,NA
"147",21,1,1.86666666666667,0.725641025641026,0.388736263736264
"148",21,2,1.48461538461538,0.546153846153846,0.367875647668394
"149",21,3,1.7025641025641,0.653846153846154,0.384036144578313
"150",21,4,1.34615384615385,0.453846153846154,0.337142857142857
"151",21,5,0.0435897435897436,0.0153846153846154,0.352941176470588
"152",21,6,0.00512820512820513,NA,NA
"153",21,7,0.00256410256410256,NA,NA
"154",22,1,2.89230769230769,1.04871794871795,0.36258865248227
"155",22,2,2.73589743589744,1.10769230769231,0.404873477038425
"156",22,3,2.82051282051282,1.11025641025641,0.393636363636364
"157",22,4,2.65384615384615,1.02051282051282,0.384541062801932
"158",22,5,0.102564102564103,0.0205128205128205,0.2
"159",22,6,0.0128205128205128,0.00256410256410256,0.2
"160",23,1,5.67179487179487,2.14871794871795,0.378842676311031
"161",23,2,5.64358974358974,2.04871794871795,0.363016810540663
"162",23,3,5.49487179487179,2.08461538461538,0.379374708352776
"163",23,4,5.59230769230769,2.15641025641026,0.385602934433746
"164",23,5,0.171794871794872,0.0564102564102564,0.328358208955224
"165",23,6,0.0179487179487179,0.00512820512820513,0.285714285714286
"166",23,7,0.00512820512820513,NA,NA
"167",24,1,11.5820512820513,4.36666666666667,0.377020146114678
"168",24,2,11.2410256410256,4.01282051282051,0.356979927007299
"169",24,3,11.6538461538462,4.32051282051282,0.370737073707371
"170",24,4,11.6897435897436,4.14871794871795,0.354902390875192
"171",24,5,0.335897435897436,0.105128205128205,0.312977099236641
"172",24,6,0.0461538461538462,0.0128205128205128,0.277777777777778
"173",24,8,0.00256410256410256,0.00256410256410256,1
"174",25,1,8.80512820512821,3.38717948717949,0.384682585905649
"175",25,2,8.85128205128205,3.21282051282051,0.36297798377752
"176",25,3,9.55641025641026,3.35641025641026,0.351220821035686
"177",25,4,9.68461538461538,3.18205128205128,0.328567646280116
"178",25,5,0.253846153846154,0.0820512820512821,0.323232323232323
"179",25,6,0.0384615384615385,0.0102564102564103,0.266666666666667
"180",25,7,0.00769230769230769,NA,NA
"181",25,8,0.00256410256410256,0.00256410256410256,1
"182",26,1,3.54615384615385,1.23333333333333,0.347794649313088
"183",26,2,3.56666666666667,1.1974358974359,0.335729690869878
"184",26,3,3.99487179487179,1.38717948717949,0.347240051347882
"185",26,4,4.34358974358974,1.47435897435897,0.339433293978749
"186",26,5,0.135897435897436,0.0256410256410256,0.188679245283019
"187",26,6,0.0128205128205128,0.00512820512820513,0.4
"188",26,7,0.00256410256410256,NA,NA
"189",26,8,0.00512820512820513,NA,NA
"190",27,1,1.13589743589744,0.397435897435897,0.349887133182844
"191",27,2,1.25128205128205,0.394871794871795,0.315573770491803
"192",27,3,1.31025641025641,0.441025641025641,0.336594911937378
"193",27,4,1.54102564102564,0.474358974358974,0.307820299500832
"194",27,5,0.0358974358974359,0.0102564102564103,0.285714285714286
"195",27,6,0.0102564102564103,0.00769230769230769,0.75
"196",28,1,0.335897435897436,0.120512820512821,0.358778625954198
"197",28,2,0.376923076923077,0.128205128205128,0.340136054421769
"198",28,3,0.476923076923077,0.130769230769231,0.274193548387097
"199",28,4,0.523076923076923,0.138461538461538,0.264705882352941
"200",28,5,0.0128205128205128,0.00256410256410256,0.2
"201",28,6,0.00512820512820513,0.00256410256410256,0.5
"202",29,1,0.117948717948718,0.0282051282051282,0.239130434782609
"203",29,2,0.169230769230769,0.0487179487179487,0.287878787878788
"204",29,3,0.164102564102564,0.058974358974359,0.359375
"205",29,4,0.187179487179487,0.0564102564102564,0.301369863013699
"206",29,5,0.0179487179487179,0.00512820512820513,0.285714285714286
"207",29,6,0.00256410256410256,NA,NA
"208",30,1,0.0769230769230769,0.0128205128205128,0.166666666666667
"209",30,2,0.0897435897435897,0.0128205128205128,0.142857142857143
"210",30,3,0.0897435897435897,0.0256410256410256,0.285714285714286
"211",30,4,0.0923076923076923,0.0102564102564103,0.111111111111111
"212",30,5,0.00256410256410256,NA,NA
"213",31,1,0.0512820512820513,0.0128205128205128,0.25
"214",31,2,0.0307692307692308,0.00769230769230769,0.25
"215",31,3,0.041025641025641,0.00512820512820513,0.125
"216",31,4,0.0333333333333333,0.00769230769230769,0.230769230769231
"217",31,5,0.00512820512820513,0.00256410256410256,0.5
"218",32,1,0.0307692307692308,NA,NA
"219",32,2,0.0205128205128205,0.00256410256410256,0.125
"220",32,3,0.0282051282051282,0.00769230769230769,0.272727272727273
"221",32,4,0.0179487179487179,0.00512820512820513,0.285714285714286
"222",33,1,0.0128205128205128,NA,NA
"223",33,2,0.0282051282051282,0.00769230769230769,0.272727272727273
"224",33,3,0.0230769230769231,NA,NA
"225",33,4,0.0282051282051282,0.00512820512820513,0.181818181818182
"226",34,1,0.0102564102564103,NA,NA
"227",34,2,0.0256410256410256,0.00512820512820513,0.2
"228",34,3,0.0230769230769231,0.00256410256410256,0.111111111111111
"229",34,4,0.0102564102564103,NA,NA
"230",34,5,0.00256410256410256,NA,NA
"231",35,1,0.0282051282051282,0.00769230769230769,0.272727272727273
"232",35,2,0.0102564102564103,NA,NA
"233",35,3,0.0307692307692308,NA,NA
"234",35,4,0.0153846153846154,NA,NA
"235",36,1,0.0230769230769231,NA,NA
"236",36,2,0.00769230769230769,NA,NA
"237",36,3,0.0128205128205128,NA,NA
"238",36,4,0.0179487179487179,NA,NA
"239",37,1,0.0205128205128205,0.00256410256410256,0.125
"240",37,2,0.0179487179487179,0.00512820512820513,0.285714285714286
"241",37,3,0.0128205128205128,0.00256410256410256,0.2
"242",37,4,0.0102564102564103,0.00256410256410256,0.25
"243",37,5,0.00256410256410256,0.00256410256410256,1
"244",38,1,0.0205128205128205,NA,NA
"245",38,2,0.0153846153846154,NA,NA
"246",38,3,0.0179487179487179,NA,NA
"247",38,4,0.0205128205128205,NA,NA
"248",39,1,0.0205128205128205,0.00256410256410256,0.125
"249",39,2,0.0205128205128205,NA,NA
"250",39,3,0.0205128205128205,0.00256410256410256,0.125
"251",39,4,0.00256410256410256,NA,NA
"252",40,1,0.0333333333333333,0.0102564102564103,0.307692307692308
"253",40,2,0.0384615384615385,NA,NA
"254",40,3,0.0358974358974359,0.00256410256410256,0.0714285714285714
"255",40,4,0.0179487179487179,NA,NA
"256",41,1,0.0153846153846154,0.00256410256410256,0.166666666666667
"257",41,2,0.0179487179487179,NA,NA
"258",41,3,0.0282051282051282,NA,NA
"259",41,4,0.00256410256410256,NA,NA
"260",42,1,0.00769230769230769,NA,NA
"261",42,2,0.0102564102564103,NA,NA
"262",42,3,0.00769230769230769,NA,NA
"263",42,4,0.00512820512820513,NA,NA
"264",43,1,0.0153846153846154,NA,NA
"265",43,2,0.0153846153846154,NA,NA
"266",43,3,0.0256410256410256,NA,NA
"267",43,4,0.00256410256410256,0.00256410256410256,1
"268",43,5,0.00256410256410256,NA,NA
"269",44,1,0.0179487179487179,0.00512820512820513,0.285714285714286
"270",44,2,0.0102564102564103,NA,NA
"271",44,3,0.0153846153846154,0.00256410256410256,0.166666666666667
"272",45,1,0.0179487179487179,NA,NA
"273",45,2,0.0102564102564103,NA,NA
"274",45,3,0.00769230769230769,NA,NA
"275",46,1,0.0102564102564103,NA,NA
"276",46,2,0.0102564102564103,NA,NA
"277",46,3,0.0153846153846154,0.00256410256410256,0.166666666666667
"278",47,1,0.0230769230769231,NA,NA
"279",47,2,0.0128205128205128,0.00256410256410256,0.2
"280",47,3,0.0230769230769231,NA,NA
"281",47,4,0.00256410256410256,NA,NA
"282",47,5,0.00256410256410256,NA,NA
"283",48,1,0.0205128205128205,NA,NA
"284",48,2,0.0256410256410256,0.00512820512820513,0.2
"285",48,3,0.0128205128205128,NA,NA
"286",48,4,0.00769230769230769,0.00256410256410256,0.333333333333333
"287",49,1,0.0179487179487179,NA,NA
"288",49,2,0.0128205128205128,0.00256410256410256,0.2
"289",49,3,0.0153846153846154,NA,NA
"290",49,4,0.00512820512820513,NA,NA
"291",50,1,0.0153846153846154,0.00256410256410256,0.166666666666667
"292",50,2,0.0128205128205128,NA,NA
"293",50,3,0.0153846153846154,NA,NA
"294",50,4,0.00769230769230769,NA,NA
"295",51,1,0.0102564102564103,NA,NA
"296",51,2,0.0230769230769231,NA,NA
"297",51,3,0.0153846153846154,0.00256410256410256,0.166666666666667
"298",51,4,0.00256410256410256,NA,NA
"299",52,1,0.0102564102564103,NA,NA
"300",52,2,0.0102564102564103,NA,NA
"301",52,3,0.0128205128205128,NA,NA
"302",53,1,0.0102564102564103,NA,NA
"303",53,2,0.0179487179487179,NA,NA
"304",53,3,0.0102564102564103,0.00256410256410256,0.25
"305",54,1,0.00512820512820513,NA,NA
"306",54,2,0.0153846153846154,0.00256410256410256,0.166666666666667
"307",54,3,0.0153846153846154,NA,NA
"308",54,4,0.00256410256410256,NA,NA
"309",55,1,0.0128205128205128,NA,NA
"310",55,2,0.00769230769230769,NA,NA
"311",55,3,0.00769230769230769,NA,NA
"312",55,4,0.00769230769230769,NA,NA
"313",56,1,0.00512820512820513,NA,NA
"314",56,2,0.00769230769230769,NA,NA
"315",56,3,0.00512820512820513,NA,NA
"316",57,1,0.00512820512820513,NA,NA
"317",57,2,0.00512820512820513,NA,NA
"318",57,3,0.0102564102564103,NA,NA
"319",57,4,0.00256410256410256,NA,NA
"320",58,1,0.0153846153846154,NA,NA
"321",58,2,0.00512820512820513,NA,NA
"322",58,3,0.0153846153846154,NA,NA
"323",58,5,0.00256410256410256,NA,NA
"324",59,1,0.0128205128205128,NA,NA
"325",59,2,0.00769230769230769,NA,NA
"326",59,3,0.00769230769230769,NA,NA
"327",60,1,0.00256410256410256,NA,NA
"328",60,2,0.00769230769230769,NA,NA
"329",60,3,0.00512820512820513,NA,NA
"330",60,4,0.00256410256410256,NA,NA
"331",61,1,0.0128205128205128,NA,NA
"332",61,2,0.00769230769230769,NA,NA
"333",61,3,0.0128205128205128,NA,NA
"334",62,1,0.00256410256410256,NA,NA
"335",62,2,0.0179487179487179,NA,NA
"336",62,4,0.00256410256410256,NA,NA
"337",63,1,0.0128205128205128,NA,NA
"338",63,2,0.0102564102564103,NA,NA
"339",63,3,0.00256410256410256,NA,NA
"340",64,1,0.00769230769230769,0.00256410256410256,0.333333333333333
"341",64,2,0.00256410256410256,NA,NA
"342",64,4,0.00512820512820513,NA,NA
"343",65,1,0.00512820512820513,NA,NA
"344",65,2,0.00256410256410256,NA,NA
"345",66,1,0.00512820512820513,0.00256410256410256,0.5
"346",66,2,0.00769230769230769,NA,NA
"347",66,3,0.00512820512820513,NA,NA
"348",66,4,0.00512820512820513,NA,NA
"349",67,1,0.00256410256410256,NA,NA
"350",67,2,0.00512820512820513,NA,NA
"351",67,3,0.0128205128205128,NA,NA
"352",67,4,0.00256410256410256,NA,NA
"353",68,1,0.00512820512820513,NA,NA
"354",68,2,0.00769230769230769,NA,NA
"355",68,3,0.00512820512820513,NA,NA
"356",69,1,0.0102564102564103,NA,NA
"357",69,2,0.00769230769230769,NA,NA
"358",69,3,0.0102564102564103,NA,NA
"359",70,2,0.00256410256410256,NA,NA
"360",70,3,0.00256410256410256,NA,NA
"361",71,1,0.00256410256410256,NA,NA
"362",71,2,0.0102564102564103,NA,NA
"363",71,3,0.00256410256410256,0.00256410256410256,1
"364",72,1,0.00256410256410256,NA,NA
"365",72,2,0.00512820512820513,NA,NA
"366",72,3,0.00256410256410256,NA,NA
"367",73,2,0.00512820512820513,NA,NA
"368",73,3,0.00512820512820513,NA,NA
"369",73,4,0.00256410256410256,NA,NA
"370",73,5,0.00256410256410256,NA,NA
"371",74,3,0.00512820512820513,NA,NA
"372",74,4,0.00256410256410256,NA,NA
"373",75,3,0.00256410256410256,NA,NA
"374",76,1,0.00512820512820513,NA,NA
"375",76,2,0.00256410256410256,NA,NA
"376",76,3,0.00512820512820513,NA,NA
"377",77,1,0.00256410256410256,NA,NA
"378",77,2,0.00512820512820513,NA,NA
"379",77,3,0.00256410256410256,NA,NA
"380",78,1,0.00256410256410256,NA,NA
"381",78,3,0.00256410256410256,NA,NA
"382",78,4,0.00256410256410256,NA,NA
"383",79,3,0.00256410256410256,NA,NA
"384",80,1,0.00256410256410256,NA,NA
"385",80,3,0.00256410256410256,NA,NA
"386",80,4,0.00256410256410256,NA,NA
"387",81,1,0.00256410256410256,NA,NA
"388",81,2,0.00256410256410256,NA,NA
"389",82,3,0.00512820512820513,0.00256410256410256,0.5
"390",83,2,0.00256410256410256,NA,NA
"391",85,2,0.00256410256410256,NA,NA
"392",86,1,0.00256410256410256,NA,NA
"393",87,6,0.00256410256410256,NA,NA
