"","PLAYER_NAME","Type","PERIOD","Shot_Quantity","Made_Quantity","Percentage"
"5330","DeAndre Jordan","Layup Shot",2,27,16,0.592592592592593
"5331","DeAndre Jordan","Putback Dunk Shot",2,8,7,0.875
"5332","DeAndre Jordan","Putback Layup Shot",2,4,4,1
"5333","DeAndre Jordan","Putback Slam Dunk Shot",2,4,4,1
"5334","DeAndre Jordan","Reverse Dunk Shot",2,1,1,1
"5335","DeAndre Jordan","Reverse Slam Dunk Shot",2,1,1,1
"5336","DeAndre Jordan","Slam Dunk Shot",2,14,13,0.928571428571429
"5337","DeAndre Jordan","Tip Shot",2,17,7,0.411764705882353
"5338","DeAndre Jordan","Alley Oop Dunk Shot",3,37,34,0.918918918918919
"5339","DeAndre Jordan","Alley Oop Layup shot",3,8,6,0.75
"5340","DeAndre Jordan","Driving Dunk Shot",3,1,1,1
"5341","DeAndre Jordan","Driving Finger Roll Layup Shot",3,1,1,1
"5342","DeAndre Jordan","Driving Layup Shot",3,2,2,1
"5343","DeAndre Jordan","Driving Slam Dunk Shot",3,2,2,1
"5344","DeAndre Jordan","Dunk Shot",3,15,12,0.8
"5345","DeAndre Jordan","Finger Roll Layup Shot",3,1,1,1
"5346","DeAndre Jordan","Hook Shot",3,2,2,1
"5347","DeAndre Jordan","Jump Bank Shot",3,1,1,1
"5348","DeAndre Jordan","Jump Shot",3,7,2,0.285714285714286
"5349","DeAndre Jordan","Layup Shot",3,23,15,0.652173913043478
"5350","DeAndre Jordan","Putback Dunk Shot",3,14,10,0.714285714285714
"5351","DeAndre Jordan","Putback Layup Shot",3,3,2,0.666666666666667
"5352","DeAndre Jordan","Putback Slam Dunk Shot",3,2,2,1
"5353","DeAndre Jordan","Reverse Dunk Shot",3,1,1,1
"5354","DeAndre Jordan","Reverse Layup Shot",3,1,1,1
"5355","DeAndre Jordan","Reverse Slam Dunk Shot",3,2,2,1
"5356","DeAndre Jordan","Slam Dunk Shot",3,4,4,1
"5357","DeAndre Jordan","Tip Shot",3,24,11,0.458333333333333
"5358","DeAndre Jordan","Alley Oop Dunk Shot",4,15,13,0.866666666666667
"5359","DeAndre Jordan","Alley Oop Layup shot",4,3,2,0.666666666666667
"5360","DeAndre Jordan","Dunk Shot",4,12,10,0.833333333333333
"5361","DeAndre Jordan","Hook Shot",4,2,0,0
"5362","DeAndre Jordan","Jump Shot",4,3,1,0.333333333333333
"5363","DeAndre Jordan","Layup Shot",4,15,8,0.533333333333333
"5364","DeAndre Jordan","Pullup Jump shot",4,1,1,1
"5365","DeAndre Jordan","Putback Dunk Shot",4,2,2,1
"5366","DeAndre Jordan","Putback Layup Shot",4,4,4,1
"5367","DeAndre Jordan","Putback Slam Dunk Shot",4,1,1,1
"5368","DeAndre Jordan","Reverse Layup Shot",4,1,0,0
"5369","DeAndre Jordan","Slam Dunk Shot",4,9,9,1
"5370","DeAndre Jordan","Tip Shot",4,8,4,0.5
"5371","DeAndre Jordan","Alley Oop Dunk Shot",5,1,0,0
"5372","DeJuan Blair","Driving Finger Roll Layup Shot",2,1,1,1
"5373","DeJuan Blair","Floating Jump shot",2,2,2,1
"5374","DeJuan Blair","Jump Shot",2,1,0,0
"5375","DeJuan Blair","Layup Shot",2,2,0,0
"5376","DeJuan Blair","Putback Layup Shot",2,1,1,1
"5377","DeJuan Blair","Reverse Layup Shot",2,2,2,1
"5378","DeJuan Blair","Tip Shot",2,2,0,0
"5379","DeJuan Blair","Tip Shot",3,1,1,1
"5380","DeJuan Blair","Driving Layup Shot",4,1,1,1
"5381","DeJuan Blair","Driving Reverse Layup Shot",4,1,0,0
"5382","DeJuan Blair","Dunk Shot",4,1,1,1
"5383","DeJuan Blair","Finger Roll Layup Shot",4,1,1,1
"5384","DeJuan Blair","Floating Jump shot",4,2,2,1
"5385","DeJuan Blair","Hook Shot",4,1,1,1
"5386","DeJuan Blair","Jump Bank Shot",4,2,1,0.5
"5387","DeJuan Blair","Jump Shot",4,17,4,0.235294117647059
"5388","DeJuan Blair","Layup Shot",4,7,2,0.285714285714286
"5389","DeJuan Blair","Reverse Layup Shot",4,1,1,1
"5390","DeJuan Blair","Running Jump Shot",4,2,2,1
"5391","DeJuan Blair","Slam Dunk Shot",4,1,1,1
"5392","DeJuan Blair","Turnaround Hook Shot",4,4,1,0.25
"5393","DeJuan Blair","Turnaround Jump Shot",4,2,1,0.5
"5394","DeJuan Blair","Floating Jump shot",5,1,0,0
"5395","DeJuan Blair","Jump Shot",5,1,0,0
"5396","DeMar DeRozan","Driving Bank shot",1,2,1,0.5
"5397","DeMar DeRozan","Driving Dunk Shot",1,4,3,0.75
"5398","DeMar DeRozan","Driving Finger Roll Layup Shot",1,1,1,1
"5399","DeMar DeRozan","Driving Jump shot",1,13,5,0.384615384615385
"5400","DeMar DeRozan","Driving Layup Shot",1,26,13,0.5
"5401","DeMar DeRozan","Driving Reverse Layup Shot",1,4,3,0.75
"5402","DeMar DeRozan","Driving Slam Dunk Shot",1,2,2,1
"5403","DeMar DeRozan","Dunk Shot",1,1,0,0
"5404","DeMar DeRozan","Fadeaway Jump Shot",1,18,10,0.555555555555556
"5405","DeMar DeRozan","Finger Roll Layup Shot",1,1,1,1
"5406","DeMar DeRozan","Floating Jump shot",1,11,5,0.454545454545455
"5407","DeMar DeRozan","Jump Bank Shot",1,2,2,1
"5408","DeMar DeRozan","Jump Hook Shot",1,1,0,0
"5409","DeMar DeRozan","Jump Shot",1,127,40,0.31496062992126
"5410","DeMar DeRozan","Layup Shot",1,13,8,0.615384615384615
"5411","DeMar DeRozan","Pullup Jump shot",1,28,11,0.392857142857143
"5412","DeMar DeRozan","Putback Slam Dunk Shot",1,1,1,1
"5413","DeMar DeRozan","Reverse Layup Shot",1,1,0,0
"5414","DeMar DeRozan","Running Bank shot",1,2,1,0.5
"5415","DeMar DeRozan","Running Dunk Shot",1,1,1,1
"5416","DeMar DeRozan","Running Jump Shot",1,4,1,0.25
"5417","DeMar DeRozan","Running Layup Shot",1,1,0,0
"5418","DeMar DeRozan","Running Slam Dunk Shot",1,1,1,1
"5419","DeMar DeRozan","Step Back Jump shot",1,8,2,0.25
"5420","DeMar DeRozan","Turnaround Bank shot",1,2,1,0.5
"5421","DeMar DeRozan","Turnaround Fadeaway shot",1,14,5,0.357142857142857
"5422","DeMar DeRozan","Turnaround Jump Shot",1,21,10,0.476190476190476
"5423","DeMar DeRozan","Alley Oop Dunk Shot",2,2,2,1
"5424","DeMar DeRozan","Alley Oop Layup shot",2,1,1,1
"5425","DeMar DeRozan","Driving Bank shot",2,2,1,0.5
"5426","DeMar DeRozan","Driving Finger Roll Layup Shot",2,2,2,1
"5427","DeMar DeRozan","Driving Hook Shot",2,1,0,0
"5428","DeMar DeRozan","Driving Jump shot",2,11,6,0.545454545454545
"5429","DeMar DeRozan","Driving Layup Shot",2,10,8,0.8
"5430","DeMar DeRozan","Driving Reverse Layup Shot",2,3,2,0.666666666666667
"5431","DeMar DeRozan","Driving Slam Dunk Shot",2,2,1,0.5
"5432","DeMar DeRozan","Dunk Shot",2,1,1,1
"5433","DeMar DeRozan","Fadeaway Bank shot",2,1,1,1
"5434","DeMar DeRozan","Fadeaway Jump Shot",2,10,6,0.6
"5435","DeMar DeRozan","Floating Jump shot",2,1,0,0
"5436","DeMar DeRozan","Jump Bank Shot",2,1,1,1
"5437","DeMar DeRozan","Jump Shot",2,77,23,0.298701298701299
"5438","DeMar DeRozan","Layup Shot",2,12,4,0.333333333333333
"5439","DeMar DeRozan","Pullup Bank shot",2,2,1,0.5
"5440","DeMar DeRozan","Pullup Jump shot",2,10,3,0.3
"5441","DeMar DeRozan","Reverse Layup Shot",2,2,1,0.5
"5442","DeMar DeRozan","Running Bank shot",2,2,0,0
"5443","DeMar DeRozan","Running Jump Shot",2,3,2,0.666666666666667
"5444","DeMar DeRozan","Running Slam Dunk Shot",2,1,1,1
"5445","DeMar DeRozan","Step Back Jump shot",2,3,2,0.666666666666667
"5446","DeMar DeRozan","Tip Shot",2,1,0,0
"5447","DeMar DeRozan","Turnaround Fadeaway shot",2,10,6,0.6
"5448","DeMar DeRozan","Turnaround Jump Shot",2,13,6,0.461538461538462
"5449","DeMar DeRozan","Alley Oop Dunk Shot",3,1,1,1
"5450","DeMar DeRozan","Alley Oop Layup shot",3,1,1,1
"5451","DeMar DeRozan","Driving Bank shot",3,5,5,1
"5452","DeMar DeRozan","Driving Dunk Shot",3,2,2,1
"5453","DeMar DeRozan","Driving Finger Roll Layup Shot",3,5,5,1
"5454","DeMar DeRozan","Driving Jump shot",3,11,5,0.454545454545455
"5455","DeMar DeRozan","Driving Layup Shot",3,26,13,0.5
"5456","DeMar DeRozan","Driving Reverse Layup Shot",3,4,3,0.75
"5457","DeMar DeRozan","Driving Slam Dunk Shot",3,1,1,1
"5458","DeMar DeRozan","Dunk Shot",3,2,2,1
"5459","DeMar DeRozan","Fadeaway Jump Shot",3,15,8,0.533333333333333
"5460","DeMar DeRozan","Floating Jump shot",3,4,2,0.5
"5461","DeMar DeRozan","Jump Shot",3,138,38,0.27536231884058
"5462","DeMar DeRozan","Layup Shot",3,11,6,0.545454545454545
"5463","DeMar DeRozan","Pullup Bank shot",3,2,1,0.5
"5464","DeMar DeRozan","Pullup Jump shot",3,23,9,0.391304347826087
"5465","DeMar DeRozan","Putback Layup Shot",3,1,1,1
"5466","DeMar DeRozan","Running Dunk Shot",3,1,1,1
"5467","DeMar DeRozan","Running Jump Shot",3,5,3,0.6
"5468","DeMar DeRozan","Running Layup Shot",3,2,2,1
"5469","DeMar DeRozan","Running Slam Dunk Shot",3,1,1,1
"5470","DeMar DeRozan","Slam Dunk Shot",3,1,1,1
"5471","DeMar DeRozan","Step Back Jump shot",3,7,1,0.142857142857143
"5472","DeMar DeRozan","Turnaround Bank shot",3,2,2,1
"5473","DeMar DeRozan","Turnaround Fadeaway shot",3,12,4,0.333333333333333
"5474","DeMar DeRozan","Turnaround Jump Shot",3,12,4,0.333333333333333
"5475","DeMar DeRozan","Driving Jump shot",4,8,3,0.375
"5476","DeMar DeRozan","Driving Layup Shot",4,17,8,0.470588235294118
"5477","DeMar DeRozan","Driving Reverse Layup Shot",4,5,3,0.6
"5478","DeMar DeRozan","Driving Slam Dunk Shot",4,2,2,1
"5479","DeMar DeRozan","Dunk Shot",4,1,1,1
"5480","DeMar DeRozan","Fadeaway Jump Shot",4,10,3,0.3
"5481","DeMar DeRozan","Jump Bank Shot",4,1,0,0
"5482","DeMar DeRozan","Jump Shot",4,85,22,0.258823529411765
"5483","DeMar DeRozan","Layup Shot",4,5,3,0.6
"5484","DeMar DeRozan","Pullup Jump shot",4,19,9,0.473684210526316
"5485","DeMar DeRozan","Putback Slam Dunk Shot",4,1,0,0
"5486","DeMar DeRozan","Reverse Layup Shot",4,3,3,1
"5487","DeMar DeRozan","Running Jump Shot",4,5,1,0.2
"5488","DeMar DeRozan","Running Layup Shot",4,1,0,0
"5489","DeMar DeRozan","Running Slam Dunk Shot",4,2,2,1
"5490","DeMar DeRozan","Slam Dunk Shot",4,2,2,1
"5491","DeMar DeRozan","Step Back Jump shot",4,4,2,0.5
"5492","DeMar DeRozan","Turnaround Bank shot",4,2,2,1
"5493","DeMar DeRozan","Turnaround Fadeaway shot",4,5,2,0.4
"5494","DeMar DeRozan","Turnaround Jump Shot",4,14,6,0.428571428571429
"5495","DeMar DeRozan","Driving Layup Shot",5,3,1,0.333333333333333
"5496","DeMar DeRozan","Jump Shot",5,2,0,0
"5497","DeMar DeRozan","Pullup Bank shot",5,1,0,0
"5498","DeMar DeRozan","Pullup Jump shot",5,1,1,1
"5499","DeMar DeRozan","Running Jump Shot",5,1,1,1
"5500","DeMar DeRozan","Turnaround Fadeaway shot",5,1,1,1
"5501","DeMarcus Cousins","Alley Oop Layup shot",1,1,1,1
"5502","DeMarcus Cousins","Driving Dunk Shot",1,3,3,1
"5503","DeMarcus Cousins","Driving Finger Roll Layup Shot",1,1,1,1
"5504","DeMarcus Cousins","Driving Jump shot",1,1,0,0
"5505","DeMarcus Cousins","Driving Layup Shot",1,16,11,0.6875
"5506","DeMarcus Cousins","Driving Reverse Layup Shot",1,2,1,0.5
"5507","DeMarcus Cousins","Driving Slam Dunk Shot",1,1,1,1
"5508","DeMarcus Cousins","Dunk Shot",1,7,6,0.857142857142857
"5509","DeMarcus Cousins","Fadeaway Bank shot",1,1,1,1
"5510","DeMarcus Cousins","Fadeaway Jump Shot",1,8,2,0.25
"5511","DeMarcus Cousins","Finger Roll Layup Shot",1,2,1,0.5
"5512","DeMarcus Cousins","Hook Shot",1,4,1,0.25
"5513","DeMarcus Cousins","Jump Bank Shot",1,10,7,0.7
"5514","DeMarcus Cousins","Jump Hook Shot",1,6,4,0.666666666666667
"5515","DeMarcus Cousins","Jump Shot",1,177,64,0.361581920903955
"5516","DeMarcus Cousins","Layup Shot",1,64,27,0.421875
"5517","DeMarcus Cousins","Pullup Jump shot",1,4,3,0.75
"5518","DeMarcus Cousins","Putback Dunk Shot",1,1,1,1
"5519","DeMarcus Cousins","Putback Layup Shot",1,2,1,0.5
"5520","DeMarcus Cousins","Reverse Dunk Shot",1,1,1,1
"5521","DeMarcus Cousins","Reverse Layup Shot",1,7,5,0.714285714285714
"5522","DeMarcus Cousins","Reverse Slam Dunk Shot",1,1,1,1
"5523","DeMarcus Cousins","Running Bank Hook Shot",1,1,1,1
"5524","DeMarcus Cousins","Running Bank shot",1,2,1,0.5
"5525","DeMarcus Cousins","Running Hook Shot",1,1,0,0
"5526","DeMarcus Cousins","Running Jump Shot",1,1,1,1
"5527","DeMarcus Cousins","Slam Dunk Shot",1,7,7,1
"5528","DeMarcus Cousins","Step Back Jump shot",1,6,2,0.333333333333333
"5529","DeMarcus Cousins","Tip Shot",1,8,7,0.875
"5530","DeMarcus Cousins","Turnaround Bank shot",1,1,1,1
"5531","DeMarcus Cousins","Turnaround Jump Shot",1,4,1,0.25
"5532","DeMarcus Cousins","Alley Oop Dunk Shot",2,1,1,1
"5533","DeMarcus Cousins","Alley Oop Layup shot",2,1,1,1
"5534","DeMarcus Cousins","Driving Dunk Shot",2,4,4,1
"5535","DeMarcus Cousins","Driving Hook Shot",2,1,1,1
"5536","DeMarcus Cousins","Driving Layup Shot",2,15,12,0.8
"5537","DeMarcus Cousins","Dunk Shot",2,5,4,0.8
"5538","DeMarcus Cousins","Fadeaway Jump Shot",2,5,4,0.8
"5539","DeMarcus Cousins","Floating Jump shot",2,1,1,1
"5540","DeMarcus Cousins","Hook Shot",2,4,1,0.25
"5541","DeMarcus Cousins","Jump Bank Shot",2,1,1,1
"5542","DeMarcus Cousins","Jump Hook Shot",2,3,2,0.666666666666667
"5543","DeMarcus Cousins","Jump Shot",2,98,22,0.224489795918367
"5544","DeMarcus Cousins","Layup Shot",2,55,25,0.454545454545455
"5545","DeMarcus Cousins","Putback Dunk Shot",2,3,1,0.333333333333333
"5546","DeMarcus Cousins","Putback Layup Shot",2,1,1,1
"5547","DeMarcus Cousins","Reverse Dunk Shot",2,1,1,1
"5548","DeMarcus Cousins","Reverse Layup Shot",2,6,3,0.5
"5549","DeMarcus Cousins","Running Bank shot",2,1,1,1
"5550","DeMarcus Cousins","Running Finger Roll Layup Shot",2,1,1,1
"5551","DeMarcus Cousins","Running Jump Shot",2,1,0,0
"5552","DeMarcus Cousins","Running Slam Dunk Shot",2,1,1,1
"5553","DeMarcus Cousins","Slam Dunk Shot",2,7,7,1
"5554","DeMarcus Cousins","Step Back Jump shot",2,1,1,1
"5555","DeMarcus Cousins","Tip Shot",2,3,2,0.666666666666667
"5556","DeMarcus Cousins","Turnaround Fadeaway shot",2,1,0,0
"5557","DeMarcus Cousins","Turnaround Jump Shot",2,1,0,0
"5558","DeMarcus Cousins","Alley Oop Dunk Shot",3,1,1,1
"5559","DeMarcus Cousins","Alley Oop Layup shot",3,1,1,1
"5560","DeMarcus Cousins","Driving Dunk Shot",3,3,3,1
"5561","DeMarcus Cousins","Driving Finger Roll Layup Shot",3,1,1,1
"5562","DeMarcus Cousins","Driving Layup Shot",3,23,19,0.826086956521739
"5563","DeMarcus Cousins","Driving Slam Dunk Shot",3,1,1,1
"5564","DeMarcus Cousins","Dunk Shot",3,7,7,1
"5565","DeMarcus Cousins","Fadeaway Jump Shot",3,4,0,0
"5566","DeMarcus Cousins","Finger Roll Layup Shot",3,1,1,1
"5567","DeMarcus Cousins","Hook Shot",3,1,0,0
"5568","DeMarcus Cousins","Jump Bank Hook Shot",3,1,1,1
"5569","DeMarcus Cousins","Jump Bank Shot",3,4,3,0.75
"5570","DeMarcus Cousins","Jump Hook Shot",3,4,2,0.5
"5571","DeMarcus Cousins","Jump Shot",3,98,16,0.163265306122449
"5572","DeMarcus Cousins","Layup Shot",3,72,43,0.597222222222222
"5573","DeMarcus Cousins","Pullup Jump shot",3,1,1,1
"5574","DeMarcus Cousins","Putback Dunk Shot",3,2,1,0.5
"5575","DeMarcus Cousins","Reverse Dunk Shot",3,2,2,1
"5576","DeMarcus Cousins","Reverse Layup Shot",3,6,6,1
"5577","DeMarcus Cousins","Running Hook Shot",3,4,3,0.75
"5578","DeMarcus Cousins","Slam Dunk Shot",3,4,4,1
"5579","DeMarcus Cousins","Step Back Jump shot",3,4,2,0.5
"5580","DeMarcus Cousins","Tip Shot",3,11,3,0.272727272727273
"5581","DeMarcus Cousins","Turnaround Bank Hook Shot",3,1,1,1
"5582","DeMarcus Cousins","Turnaround Bank shot",3,1,0,0
"5583","DeMarcus Cousins","Turnaround Fadeaway shot",3,1,0,0
"5584","DeMarcus Cousins","Turnaround Jump Shot",3,1,0,0
"5585","DeMarcus Cousins","Alley Oop Dunk Shot",4,1,1,1
"5586","DeMarcus Cousins","Alley Oop Layup shot",4,2,2,1
"5587","DeMarcus Cousins","Driving Dunk Shot",4,2,2,1
"5588","DeMarcus Cousins","Driving Jump shot",4,1,1,1
"5589","DeMarcus Cousins","Driving Layup Shot",4,7,5,0.714285714285714
"5590","DeMarcus Cousins","Driving Reverse Layup Shot",4,2,2,1
"5591","DeMarcus Cousins","Driving Slam Dunk Shot",4,2,2,1
"5592","DeMarcus Cousins","Dunk Shot",4,3,3,1
"5593","DeMarcus Cousins","Fadeaway Jump Shot",4,3,1,0.333333333333333
"5594","DeMarcus Cousins","Finger Roll Layup Shot",4,1,1,1
"5595","DeMarcus Cousins","Floating Jump shot",4,1,1,1
"5596","DeMarcus Cousins","Hook Shot",4,2,1,0.5
"5597","DeMarcus Cousins","Jump Hook Shot",4,11,8,0.727272727272727
"5598","DeMarcus Cousins","Jump Shot",4,91,27,0.296703296703297
"5599","DeMarcus Cousins","Layup Shot",4,61,30,0.491803278688525
"5600","DeMarcus Cousins","Pullup Jump shot",4,2,1,0.5
"5601","DeMarcus Cousins","Putback Dunk Shot",4,1,1,1
"5602","DeMarcus Cousins","Putback Layup Shot",4,3,2,0.666666666666667
"5603","DeMarcus Cousins","Putback Slam Dunk Shot",4,1,1,1
"5604","DeMarcus Cousins","Reverse Layup Shot",4,6,4,0.666666666666667
"5605","DeMarcus Cousins","Running Bank shot",4,1,1,1
"5606","DeMarcus Cousins","Running Finger Roll Layup Shot",4,2,2,1
"5607","DeMarcus Cousins","Slam Dunk Shot",4,3,3,1
"5608","DeMarcus Cousins","Step Back Jump shot",4,2,1,0.5
"5609","DeMarcus Cousins","Tip Shot",4,12,6,0.5
"5610","DeMarcus Cousins","Turnaround Fadeaway shot",4,1,1,1
"5611","DeMarcus Cousins","Turnaround Jump Shot",4,2,0,0
"5612","DeMarcus Cousins","Driving Slam Dunk Shot",5,1,1,1
"5613","DeMarcus Cousins","Jump Shot",5,2,0,0
"5614","DeMarcus Cousins","Layup Shot",5,4,3,0.75
"5615","DeMarre Carroll","Driving Bank shot",1,1,1,1
"5616","DeMarre Carroll","Driving Dunk Shot",1,1,1,1
"5617","DeMarre Carroll","Driving Hook Shot",1,1,1,1
"5618","DeMarre Carroll","Driving Jump shot",1,5,4,0.8
"5619","DeMarre Carroll","Driving Layup Shot",1,9,6,0.666666666666667
"5620","DeMarre Carroll","Dunk Shot",1,1,1,1
"5621","DeMarre Carroll","Fadeaway Jump Shot",1,1,0,0
"5622","DeMarre Carroll","Floating Jump shot",1,4,2,0.5
"5623","DeMarre Carroll","Jump Shot",1,125,49,0.392
"5624","DeMarre Carroll","Layup Shot",1,32,18,0.5625
"5625","DeMarre Carroll","Pullup Jump shot",1,8,4,0.5
"5626","DeMarre Carroll","Putback Layup Shot",1,3,3,1
"5627","DeMarre Carroll","Reverse Layup Shot",1,5,2,0.4
"5628","DeMarre Carroll","Running Bank shot",1,1,1,1
"5629","DeMarre Carroll","Running Dunk Shot",1,2,2,1
"5630","DeMarre Carroll","Running Hook Shot",1,2,2,1
"5631","DeMarre Carroll","Running Jump Shot",1,3,1,0.333333333333333
"5632","DeMarre Carroll","Running Layup Shot",1,11,8,0.727272727272727
"5633","DeMarre Carroll","Tip Shot",1,2,1,0.5
"5634","DeMarre Carroll","Driving Dunk Shot",2,1,1,1
"5635","DeMarre Carroll","Driving Hook Shot",2,1,0,0
"5636","DeMarre Carroll","Driving Jump shot",2,6,3,0.5
"5637","DeMarre Carroll","Driving Layup Shot",2,9,4,0.444444444444444
"5638","DeMarre Carroll","Driving Reverse Layup Shot",2,1,1,1
"5639","DeMarre Carroll","Floating Jump shot",2,4,3,0.75
"5640","DeMarre Carroll","Jump Shot",2,77,30,0.38961038961039
"5641","DeMarre Carroll","Layup Shot",2,22,13,0.590909090909091
"5642","DeMarre Carroll","Pullup Jump shot",2,4,1,0.25
"5643","DeMarre Carroll","Putback Layup Shot",2,4,2,0.5
"5644","DeMarre Carroll","Running Jump Shot",2,3,1,0.333333333333333
"5645","DeMarre Carroll","Running Layup Shot",2,6,5,0.833333333333333
"5646","DeMarre Carroll","Slam Dunk Shot",2,1,1,1
"5647","DeMarre Carroll","Tip Shot",2,1,0,0
"5648","DeMarre Carroll","Turnaround Jump Shot",2,1,1,1
"5649","DeMarre Carroll","Driving Hook Shot",3,2,0,0
"5650","DeMarre Carroll","Driving Jump shot",3,10,5,0.5
"5651","DeMarre Carroll","Driving Layup Shot",3,6,5,0.833333333333333
"5652","DeMarre Carroll","Driving Reverse Layup Shot",3,3,2,0.666666666666667
"5653","DeMarre Carroll","Dunk Shot",3,1,1,1
"5654","DeMarre Carroll","Fadeaway Jump Shot",3,2,1,0.5
"5655","DeMarre Carroll","Floating Jump shot",3,4,4,1
"5656","DeMarre Carroll","Jump Bank Shot",3,1,0,0
"5657","DeMarre Carroll","Jump Shot",3,108,41,0.37962962962963
"5658","DeMarre Carroll","Layup Shot",3,43,27,0.627906976744186
"5659","DeMarre Carroll","Putback Layup Shot",3,4,3,0.75
"5660","DeMarre Carroll","Running Jump Shot",3,3,1,0.333333333333333
"5661","DeMarre Carroll","Running Layup Shot",3,9,9,1
"5662","DeMarre Carroll","Running Reverse Layup Shot",3,1,1,1
"5663","DeMarre Carroll","Slam Dunk Shot",3,1,1,1
"5664","DeMarre Carroll","Step Back Jump shot",3,2,1,0.5
"5665","DeMarre Carroll","Turnaround Jump Shot",3,2,2,1
"5666","DeMarre Carroll","Driving Dunk Shot",4,2,2,1
"5667","DeMarre Carroll","Driving Finger Roll Layup Shot",4,1,1,1
"5668","DeMarre Carroll","Driving Jump shot",4,3,0,0
"5669","DeMarre Carroll","Dunk Shot",4,2,2,1
"5670","DeMarre Carroll","Floating Jump shot",4,4,3,0.75
"5671","DeMarre Carroll","Jump Shot",4,60,21,0.35
"5672","DeMarre Carroll","Layup Shot",4,12,7,0.583333333333333
"5673","DeMarre Carroll","Putback Layup Shot",4,2,0,0
"5674","DeMarre Carroll","Reverse Layup Shot",4,2,1,0.5
"5675","DeMarre Carroll","Running Jump Shot",4,2,2,1
"5676","DeMarre Carroll","Running Layup Shot",4,2,2,1
"5677","DeMarre Carroll","Tip Shot",4,1,0,0
"5678","Dennis Schroder","Driving Finger Roll Layup Shot",1,6,3,0.5
"5679","Dennis Schroder","Driving Jump shot",1,8,3,0.375
"5680","Dennis Schroder","Driving Layup Shot",1,56,32,0.571428571428571
"5681","Dennis Schroder","Fadeaway Jump Shot",1,1,0,0
"5682","Dennis Schroder","Floating Jump shot",1,10,5,0.5
"5683","Dennis Schroder","Jump Shot",1,57,17,0.298245614035088
"5684","Dennis Schroder","Layup Shot",1,12,5,0.416666666666667
"5685","Dennis Schroder","Pullup Bank shot",1,1,0,0
"5686","Dennis Schroder","Pullup Jump shot",1,7,5,0.714285714285714
"5687","Dennis Schroder","Running Bank shot",1,1,1,1
"5688","Dennis Schroder","Running Jump Shot",1,3,1,0.333333333333333
"5689","Dennis Schroder","Running Layup Shot",1,1,0,0
"5690","Dennis Schroder","Driving Bank shot",2,3,3,1
"5691","Dennis Schroder","Driving Dunk Shot",2,1,0,0
"5692","Dennis Schroder","Driving Finger Roll Layup Shot",2,3,2,0.666666666666667
"5693","Dennis Schroder","Driving Jump shot",2,7,2,0.285714285714286
"5694","Dennis Schroder","Driving Layup Shot",2,35,22,0.628571428571429
"5695","Dennis Schroder","Driving Reverse Layup Shot",2,1,0,0
"5696","Dennis Schroder","Floating Jump shot",2,3,1,0.333333333333333
"5697","Dennis Schroder","Jump Shot",2,79,25,0.316455696202532
"5698","Dennis Schroder","Layup Shot",2,9,4,0.444444444444444
"5699","Dennis Schroder","Pullup Jump shot",2,19,7,0.368421052631579
"5700","Dennis Schroder","Putback Layup Shot",2,1,0,0
"5701","Dennis Schroder","Running Jump Shot",2,5,1,0.2
"5702","Dennis Schroder","Running Layup Shot",2,1,1,1
"5703","Dennis Schroder","Driving Dunk Shot",3,1,0,0
"5704","Dennis Schroder","Driving Finger Roll Layup Shot",3,4,3,0.75
"5705","Dennis Schroder","Driving Jump shot",3,4,1,0.25
"5706","Dennis Schroder","Driving Layup Shot",3,46,26,0.565217391304348
"5707","Dennis Schroder","Fadeaway Bank shot",3,1,0,0
"5708","Dennis Schroder","Finger Roll Layup Shot",3,2,2,1
"5709","Dennis Schroder","Floating Jump shot",3,5,4,0.8
"5710","Dennis Schroder","Jump Shot",3,45,15,0.333333333333333
"5711","Dennis Schroder","Layup Shot",3,10,3,0.3
"5712","Dennis Schroder","Pullup Bank shot",3,1,0,0
"5713","Dennis Schroder","Pullup Jump shot",3,14,9,0.642857142857143
"5714","Dennis Schroder","Putback Layup Shot",3,1,0,0
"5715","Dennis Schroder","Running Bank shot",3,1,0,0
"5716","Dennis Schroder","Running Jump Shot",3,4,1,0.25
"5717","Dennis Schroder","Running Layup Shot",3,1,1,1
"5718","Dennis Schroder","Turnaround Jump Shot",3,1,1,1
"5719","Dennis Schroder","Driving Bank shot",4,1,0,0
"5720","Dennis Schroder","Driving Dunk Shot",4,2,2,1
"5721","Dennis Schroder","Driving Finger Roll Layup Shot",4,4,4,1
"5722","Dennis Schroder","Driving Jump shot",4,8,1,0.125
"5723","Dennis Schroder","Driving Layup Shot",4,47,23,0.48936170212766
"5724","Dennis Schroder","Driving Reverse Layup Shot",4,2,1,0.5
"5725","Dennis Schroder","Dunk Shot",4,1,1,1
"5726","Dennis Schroder","Floating Jump shot",4,8,3,0.375
"5727","Dennis Schroder","Jump Shot",4,73,22,0.301369863013699
"5728","Dennis Schroder","Layup Shot",4,14,5,0.357142857142857
"5729","Dennis Schroder","Pullup Jump shot",4,28,13,0.464285714285714
"5730","Dennis Schroder","Running Dunk Shot",4,1,1,1
"5731","Dennis Schroder","Running Finger Roll Layup Shot",4,1,1,1
"5732","Dennis Schroder","Running Jump Shot",4,2,0,0
"5733","Dennis Schroder","Running Layup Shot",4,2,1,0.5
"5734","Deron Williams","Driving Finger Roll Layup Shot",1,2,2,1
