"","PLAYER_NAME","SHOT_DISTANCE","Type","Shot_Quantity","Made_Quantity"
"88","Aaron Brooks",16,"Floating Jump shot",3,1
"89","Aaron Brooks",16,"Jump Shot",6,1
"90","Aaron Brooks",16,"Pullup Bank shot",1,1
"91","Aaron Brooks",17,"Fadeaway Jump Shot",1,0
"92","Aaron Brooks",17,"Floating Jump shot",1,0
"93","Aaron Brooks",17,"Jump Shot",6,1
"94","Aaron Brooks",17,"Pullup Jump shot",1,0
"95","Aaron Brooks",18,"Fadeaway Jump Shot",1,1
"96","Aaron Brooks",18,"Jump Shot",2,0
"97","Aaron Brooks",18,"Pullup Jump shot",1,0
"98","Aaron Brooks",19,"Fadeaway Jump Shot",1,1
"99","Aaron Brooks",19,"Jump Shot",3,2
"100","Aaron Brooks",19,"Pullup Jump shot",3,2
"101","Aaron Brooks",19,"Step Back Jump shot",1,1
"102","Aaron Brooks",20,"Jump Shot",1,1
"103","Aaron Brooks",20,"Step Back Jump shot",1,0
"104","Aaron Brooks",21,"Jump Shot",2,0
"105","Aaron Brooks",21,"Pullup Jump shot",2,0
"106","Aaron Brooks",22,"Jump Shot",4,1
"107","Aaron Brooks",22,"Step Back Jump shot",1,0
"108","Aaron Brooks",23,"Floating Jump shot",1,0
"109","Aaron Brooks",23,"Jump Shot",11,6
"110","Aaron Brooks",23,"Pullup Jump shot",1,1
"111","Aaron Brooks",24,"Jump Shot",43,16
"112","Aaron Brooks",24,"Pullup Jump shot",3,1
"113","Aaron Brooks",25,"Jump Shot",64,22
"114","Aaron Brooks",25,"Pullup Jump shot",3,1
"115","Aaron Brooks",25,"Running Jump Shot",3,2
"116","Aaron Brooks",25,"Step Back Jump shot",1,0
"117","Aaron Brooks",26,"Jump Shot",21,10
"118","Aaron Brooks",26,"Pullup Jump shot",2,1
"119","Aaron Brooks",27,"Jump Shot",10,1
"120","Aaron Brooks",27,"Pullup Jump shot",1,0
"121","Aaron Brooks",28,"Jump Shot",6,2
"122","Aaron Brooks",28,"Pullup Jump shot",1,1
"123","Aaron Brooks",29,"Jump Shot",1,1
"124","Aaron Brooks",30,"Pullup Jump shot",1,1
"125","Aaron Brooks",36,"Running Pull-Up Jump Shot",1,0
"126","Aaron Brooks",39,"Jump Shot",1,0
"127","Aaron Brooks",40,"Running Jump Shot",1,0
"128","Aaron Brooks",41,"Jump Shot",1,0
"129","Aaron Brooks",47,"Jump Shot",1,0
"130","Aaron Brooks",55,"Jump Shot",1,0
"131","Aaron Brooks",61,"Jump Shot",1,0
"132","Aaron Brooks",70,"Jump Shot",1,0
"133","Aaron Gordon",0,"Alley Oop Dunk Shot",13,13
"134","Aaron Gordon",0,"Cutting Dunk Shot",6,6
"135","Aaron Gordon",0,"Cutting Layup Shot",3,3
"136","Aaron Gordon",0,"Driving Dunk Shot",7,6
"137","Aaron Gordon",0,"Driving Finger Roll Layup Shot",3,2
"138","Aaron Gordon",0,"Driving Layup Shot",4,4
"139","Aaron Gordon",0,"Driving Reverse Dunk Shot",2,2
"140","Aaron Gordon",0,"Driving Reverse Layup Shot",4,2
"141","Aaron Gordon",0,"Dunk Shot",17,16
"142","Aaron Gordon",0,"Layup Shot",18,9
"143","Aaron Gordon",0,"Putback Dunk Shot",8,7
"144","Aaron Gordon",0,"Putback Layup Shot",5,5
"145","Aaron Gordon",0,"Reverse Dunk Shot",4,4
"146","Aaron Gordon",0,"Running Alley Oop Dunk Shot",2,2
"147","Aaron Gordon",0,"Running Dunk Shot",8,8
"148","Aaron Gordon",0,"Running Layup Shot",3,1
"149","Aaron Gordon",0,"Tip Dunk Shot",7,7
"150","Aaron Gordon",0,"Tip Layup Shot",17,11
"151","Aaron Gordon",1,"Alley Oop Layup shot",1,0
"152","Aaron Gordon",1,"Cutting Layup Shot",2,2
"153","Aaron Gordon",1,"Driving Layup Shot",10,7
"154","Aaron Gordon",1,"Driving Reverse Layup Shot",2,1
"155","Aaron Gordon",1,"Finger Roll Layup Shot",1,0
"156","Aaron Gordon",1,"Layup Shot",31,8
"157","Aaron Gordon",1,"Putback Layup Shot",8,5
"158","Aaron Gordon",1,"Reverse Dunk Shot",1,1
"159","Aaron Gordon",1,"Reverse Layup Shot",2,1
"160","Aaron Gordon",1,"Running Dunk Shot",1,1
"161","Aaron Gordon",1,"Running Finger Roll Layup Shot",1,0
"162","Aaron Gordon",1,"Running Layup Shot",4,1
"163","Aaron Gordon",1,"Tip Dunk Shot",1,0
"164","Aaron Gordon",1,"Tip Layup Shot",20,12
"165","Aaron Gordon",2,"Cutting Layup Shot",2,2
"166","Aaron Gordon",2,"Driving Finger Roll Layup Shot",2,2
"167","Aaron Gordon",2,"Driving Layup Shot",8,4
"168","Aaron Gordon",2,"Driving Reverse Layup Shot",1,0
"169","Aaron Gordon",2,"Finger Roll Layup Shot",1,1
"170","Aaron Gordon",2,"Layup Shot",17,8
"171","Aaron Gordon",2,"Reverse Layup Shot",3,1
"172","Aaron Gordon",2,"Running Finger Roll Layup Shot",1,1
"173","Aaron Gordon",2,"Running Jump Shot",1,1
"174","Aaron Gordon",2,"Running Layup Shot",3,1
"175","Aaron Gordon",2,"Tip Layup Shot",6,3
"176","Aaron Gordon",2,"Turnaround Hook Shot",1,1
"177","Aaron Gordon",3,"Hook Shot",1,0
"178","Aaron Gordon",3,"Jump Bank Shot",1,0
"179","Aaron Gordon",3,"Jump Shot",2,0
"180","Aaron Gordon",3,"Layup Shot",2,1
"181","Aaron Gordon",3,"Putback Layup Shot",3,2
"182","Aaron Gordon",3,"Tip Layup Shot",1,1
"183","Aaron Gordon",4,"Driving Floating Bank Jump Shot",1,0
"184","Aaron Gordon",4,"Jump Shot",5,1
"185","Aaron Gordon",4,"Pullup Bank shot",1,1
"186","Aaron Gordon",5,"Driving Hook Shot",1,1
"187","Aaron Gordon",5,"Hook Shot",2,1
"188","Aaron Gordon",5,"Jump Bank Shot",1,0
"189","Aaron Gordon",5,"Jump Shot",8,1
"190","Aaron Gordon",5,"Layup Shot",1,1
"191","Aaron Gordon",5,"Running Finger Roll Layup Shot",1,1
"192","Aaron Gordon",5,"Running Jump Shot",1,1
"193","Aaron Gordon",5,"Turnaround Hook Shot",1,0
"194","Aaron Gordon",6,"Driving Floating Jump Shot",1,0
"195","Aaron Gordon",6,"Floating Jump shot",1,1
"196","Aaron Gordon",6,"Hook Bank Shot",1,1
"197","Aaron Gordon",6,"Hook Shot",3,1
"198","Aaron Gordon",6,"Jump Shot",1,0
"199","Aaron Gordon",6,"Turnaround Jump Shot",2,1
"200","Aaron Gordon",7,"Driving Floating Bank Jump Shot",1,1
"201","Aaron Gordon",7,"Fadeaway Jump Shot",1,0
"202","Aaron Gordon",7,"Hook Shot",1,1
"203","Aaron Gordon",7,"Running Jump Shot",1,0
"204","Aaron Gordon",7,"Turnaround Fadeaway shot",1,0
"205","Aaron Gordon",7,"Turnaround Jump Shot",2,1
"206","Aaron Gordon",8,"Floating Jump shot",1,0
"207","Aaron Gordon",8,"Hook Shot",1,0
"208","Aaron Gordon",8,"Jump Shot",4,1
"209","Aaron Gordon",8,"Pullup Jump shot",1,0
"210","Aaron Gordon",8,"Running Pull-Up Jump Shot",1,1
"211","Aaron Gordon",8,"Turnaround Jump Shot",1,0
"212","Aaron Gordon",9,"Jump Shot",1,0
"213","Aaron Gordon",9,"Pullup Jump shot",1,0
"214","Aaron Gordon",9,"Turnaround Jump Shot",1,0
"215","Aaron Gordon",10,"Jump Shot",3,0
"216","Aaron Gordon",10,"Pullup Jump shot",2,0
"217","Aaron Gordon",10,"Turnaround Fadeaway shot",2,1
"218","Aaron Gordon",11,"Pullup Jump shot",2,1
"219","Aaron Gordon",11,"Running Jump Shot",1,1
"220","Aaron Gordon",11,"Turnaround Fadeaway shot",1,0
"221","Aaron Gordon",12,"Jump Shot",3,2
"222","Aaron Gordon",12,"Running Pull-Up Jump Shot",1,0
"223","Aaron Gordon",12,"Step Back Jump shot",2,1
"224","Aaron Gordon",12,"Turnaround Fadeaway shot",1,1
"225","Aaron Gordon",12,"Turnaround Jump Shot",3,1
"226","Aaron Gordon",13,"Jump Shot",6,1
"227","Aaron Gordon",13,"Pullup Jump shot",2,2
"228","Aaron Gordon",13,"Turnaround Fadeaway shot",1,1
"229","Aaron Gordon",14,"Jump Shot",5,1
"230","Aaron Gordon",14,"Pullup Jump shot",1,1
"231","Aaron Gordon",15,"Fadeaway Jump Shot",1,0
"232","Aaron Gordon",15,"Jump Shot",8,1
"233","Aaron Gordon",15,"Pullup Jump shot",3,2
"234","Aaron Gordon",15,"Step Back Jump shot",1,0
"235","Aaron Gordon",15,"Turnaround Jump Shot",1,0
"236","Aaron Gordon",16,"Jump Shot",13,4
"237","Aaron Gordon",16,"Pullup Jump shot",3,2
"238","Aaron Gordon",16,"Step Back Jump shot",1,0
"239","Aaron Gordon",17,"Jump Shot",5,0
"240","Aaron Gordon",17,"Pullup Jump shot",4,3
"241","Aaron Gordon",17,"Step Back Jump shot",2,0
"242","Aaron Gordon",18,"Jump Shot",10,4
"243","Aaron Gordon",18,"Pullup Jump shot",5,2
"244","Aaron Gordon",19,"Jump Shot",4,1
"245","Aaron Gordon",19,"Pullup Jump shot",6,3
"246","Aaron Gordon",20,"Jump Shot",5,1
"247","Aaron Gordon",20,"Pullup Jump shot",2,1
"248","Aaron Gordon",21,"Jump Shot",1,0
"249","Aaron Gordon",21,"Pullup Jump shot",1,1
"250","Aaron Gordon",22,"Jump Shot",19,8
"251","Aaron Gordon",23,"Jump Shot",30,9
"252","Aaron Gordon",24,"Jump Shot",39,13
"253","Aaron Gordon",24,"Step Back Jump shot",1,0
"254","Aaron Gordon",25,"Jump Shot",30,8
"255","Aaron Gordon",25,"Running Jump Shot",1,0
"256","Aaron Gordon",26,"Jump Shot",11,3
"257","Aaron Gordon",27,"Jump Shot",5,1
"258","Aaron Gordon",29,"Jump Shot",1,0
"259","Aaron Gordon",34,"Jump Shot",1,0
"260","Aaron Gordon",47,"Jump Shot",1,0
"261","Aaron Gordon",59,"Jump Shot",1,0
"262","Aaron Gordon",66,"Jump Shot",1,0
"263","Aaron Gordon",77,"Jump Shot",1,0
"264","Aaron Gordon",81,"Jump Shot",1,0
"265","Adreian Payne",0,"Alley Oop Dunk Shot",2,2
"266","Adreian Payne",0,"Cutting Dunk Shot",3,3
"267","Adreian Payne",0,"Cutting Layup Shot",1,1
"268","Adreian Payne",0,"Dunk Shot",2,1
"269","Adreian Payne",0,"Layup Shot",3,1
"270","Adreian Payne",0,"Putback Dunk Shot",2,2
"271","Adreian Payne",0,"Putback Layup Shot",1,1
"272","Adreian Payne",0,"Tip Dunk Shot",1,1
"273","Adreian Payne",0,"Tip Layup Shot",2,1
"274","Adreian Payne",1,"Driving Layup Shot",4,3
"275","Adreian Payne",1,"Layup Shot",3,0
"276","Adreian Payne",1,"Putback Layup Shot",1,0
"277","Adreian Payne",1,"Reverse Layup Shot",1,0
"278","Adreian Payne",2,"Driving Bank shot",1,0
"279","Adreian Payne",2,"Driving Layup Shot",1,1
"280","Adreian Payne",2,"Hook Shot",1,1
"281","Adreian Payne",2,"Layup Shot",3,2
"282","Adreian Payne",2,"Reverse Layup Shot",1,0
"283","Adreian Payne",3,"Cutting Layup Shot",1,0
"284","Adreian Payne",3,"Jump Shot",3,0
"285","Adreian Payne",3,"Layup Shot",1,0
"286","Adreian Payne",3,"Running Jump Shot",1,0
"287","Adreian Payne",4,"Jump Bank Shot",1,0
"288","Adreian Payne",4,"Jump Shot",1,0
"289","Adreian Payne",5,"Driving Floating Jump Shot",1,0
"290","Adreian Payne",5,"Hook Shot",2,1
"291","Adreian Payne",5,"Jump Shot",3,3
"292","Adreian Payne",5,"Running Jump Shot",1,0
"293","Adreian Payne",6,"Hook Shot",2,0
"294","Adreian Payne",6,"Jump Shot",3,0
"295","Adreian Payne",7,"Driving Bank Hook Shot",1,0
"296","Adreian Payne",7,"Jump Shot",2,0
"297","Adreian Payne",7,"Turnaround Bank shot",2,1
"298","Adreian Payne",7,"Turnaround Fadeaway Bank Jump Shot",1,1
"299","Adreian Payne",7,"Turnaround Jump Shot",2,0
"300","Adreian Payne",8,"Turnaround Hook Shot",2,2
"301","Adreian Payne",9,"Floating Jump shot",1,0
"302","Adreian Payne",10,"Jump Shot",1,0
"303","Adreian Payne",10,"Turnaround Jump Shot",1,0
"304","Adreian Payne",11,"Driving Floating Jump Shot",1,1
"305","Adreian Payne",11,"Fadeaway Jump Shot",1,1
"306","Adreian Payne",11,"Jump Shot",1,0
"307","Adreian Payne",13,"Jump Shot",3,0
"308","Adreian Payne",14,"Jump Shot",1,0
"309","Adreian Payne",15,"Jump Shot",1,0
"310","Adreian Payne",15,"Turnaround Jump Shot",1,1
"311","Adreian Payne",16,"Pullup Jump shot",1,0
"312","Adreian Payne",16,"Turnaround Jump Shot",1,0
"313","Adreian Payne",17,"Jump Shot",3,0
"314","Adreian Payne",17,"Pullup Jump shot",1,0
"315","Adreian Payne",18,"Jump Shot",6,2
"316","Adreian Payne",18,"Pullup Jump shot",1,1
"317","Adreian Payne",19,"Jump Shot",9,2
"318","Adreian Payne",20,"Jump Shot",5,3
"319","Adreian Payne",20,"Pullup Jump shot",1,0
"320","Adreian Payne",21,"Jump Shot",7,3
"321","Adreian Payne",21,"Step Back Jump shot",1,0
"322","Adreian Payne",22,"Jump Shot",4,2
"323","Adreian Payne",23,"Jump Shot",4,1
"324","Adreian Payne",23,"Step Back Jump shot",1,0
"325","Adreian Payne",24,"Jump Shot",17,6
"326","Adreian Payne",24,"Step Back Jump shot",1,1
"327","Adreian Payne",25,"Jump Shot",7,1
"328","Al Horford",0,"Alley Oop Dunk Shot",28,25
"329","Al Horford",0,"Alley Oop Layup shot",2,2
"330","Al Horford",0,"Cutting Dunk Shot",13,13
"331","Al Horford",0,"Cutting Layup Shot",5,4
"332","Al Horford",0,"Driving Dunk Shot",16,15
"333","Al Horford",0,"Driving Finger Roll Layup Shot",1,1
"334","Al Horford",0,"Driving Layup Shot",4,2
"335","Al Horford",0,"Driving Reverse Layup Shot",2,2
"336","Al Horford",0,"Dunk Shot",17,17
"337","Al Horford",0,"Finger Roll Layup Shot",3,3
"338","Al Horford",0,"Hook Shot",1,1
"339","Al Horford",0,"Layup Shot",18,11
"340","Al Horford",0,"Putback Dunk Shot",1,1
"341","Al Horford",0,"Putback Layup Shot",11,8
"342","Al Horford",0,"Reverse Layup Shot",2,1
"343","Al Horford",0,"Running Alley Oop Dunk Shot",2,2
"344","Al Horford",0,"Running Dunk Shot",6,6
"345","Al Horford",0,"Running Finger Roll Layup Shot",2,2
"346","Al Horford",0,"Running Layup Shot",2,1
"347","Al Horford",0,"Tip Dunk Shot",4,4
"348","Al Horford",0,"Tip Layup Shot",17,10
"349","Al Horford",1,"Alley Oop Dunk Shot",1,1
"350","Al Horford",1,"Alley Oop Layup shot",7,6
"351","Al Horford",1,"Cutting Finger Roll Layup Shot",1,1
"352","Al Horford",1,"Cutting Layup Shot",10,9
"353","Al Horford",1,"Driving Finger Roll Layup Shot",5,4
"354","Al Horford",1,"Driving Layup Shot",12,6
"355","Al Horford",1,"Driving Reverse Layup Shot",4,2
"356","Al Horford",1,"Finger Roll Layup Shot",1,0
"357","Al Horford",1,"Layup Shot",35,24
"358","Al Horford",1,"Putback Layup Shot",5,2
"359","Al Horford",1,"Reverse Layup Shot",6,4
"360","Al Horford",1,"Running Layup Shot",5,3
"361","Al Horford",1,"Running Reverse Layup Shot",1,0
"362","Al Horford",1,"Tip Layup Shot",9,6
"363","Al Horford",2,"Alley Oop Layup shot",5,4
"364","Al Horford",2,"Cutting Layup Shot",7,5
"365","Al Horford",2,"Driving Finger Roll Layup Shot",2,1
"366","Al Horford",2,"Driving Layup Shot",8,4
"367","Al Horford",2,"Driving Reverse Layup Shot",2,2
"368","Al Horford",2,"Hook Bank Shot",1,1
"369","Al Horford",2,"Hook Shot",3,2
"370","Al Horford",2,"Layup Shot",20,13
"371","Al Horford",2,"Putback Layup Shot",1,1
"372","Al Horford",2,"Reverse Layup Shot",2,1
"373","Al Horford",2,"Running Alley Oop Layup Shot",1,0
"374","Al Horford",2,"Tip Layup Shot",1,1
"375","Al Horford",2,"Turnaround Bank shot",1,0
"376","Al Horford",3,"Alley Oop Layup shot",1,1
"377","Al Horford",3,"Cutting Layup Shot",1,0
"378","Al Horford",3,"Driving Floating Jump Shot",1,0
"379","Al Horford",3,"Driving Layup Shot",4,3
"380","Al Horford",3,"Floating Jump shot",2,2
"381","Al Horford",3,"Hook Shot",2,0
"382","Al Horford",3,"Jump Shot",6,1
"383","Al Horford",3,"Layup Shot",1,1
"384","Al Horford",3,"Turnaround Hook Shot",2,0
"385","Al Horford",3,"Turnaround Jump Shot",2,1
"386","Al Horford",4,"Cutting Layup Shot",1,1
"387","Al Horford",4,"Driving Hook Shot",2,2
"388","Al Horford",4,"Floating Jump shot",3,2
"389","Al Horford",4,"Hook Shot",3,1
"390","Al Horford",4,"Jump Bank Shot",2,1
"391","Al Horford",4,"Jump Shot",1,1
"392","Al Horford",5,"Driving Floating Jump Shot",1,1
"393","Al Horford",5,"Driving Hook Shot",7,3
"394","Al Horford",5,"Floating Jump shot",3,2
"395","Al Horford",5,"Hook Shot",8,4
"396","Al Horford",5,"Jump Shot",9,2
"397","Al Horford",5,"Pullup Jump shot",2,1
"398","Al Horford",5,"Turnaround Hook Shot",1,0
"399","Al Horford",5,"Turnaround Jump Shot",1,0
"400","Al Horford",6,"Driving Floating Jump Shot",3,1
"401","Al Horford",6,"Driving Hook Shot",4,1
"402","Al Horford",6,"Floating Jump shot",5,2
"403","Al Horford",6,"Hook Shot",5,3
"404","Al Horford",6,"Jump Shot",1,0
"405","Al Horford",6,"Pullup Jump shot",1,1
"406","Al Horford",6,"Turnaround Bank shot",1,1
"407","Al Horford",6,"Turnaround Hook Shot",4,0
"408","Al Horford",7,"Driving Hook Shot",2,1
"409","Al Horford",7,"Floating Jump shot",2,1
"410","Al Horford",7,"Hook Shot",5,3
"411","Al Horford",7,"Jump Bank Shot",1,0
"412","Al Horford",7,"Jump Shot",5,1
"413","Al Horford",7,"Turnaround Bank shot",2,2
"414","Al Horford",7,"Turnaround Hook Shot",1,0
"415","Al Horford",8,"Driving Hook Shot",1,0
"416","Al Horford",8,"Floating Jump shot",4,2
"417","Al Horford",8,"Hook Shot",4,1
"418","Al Horford",8,"Jump Bank Shot",1,0
"419","Al Horford",8,"Jump Shot",3,0
"420","Al Horford",8,"Step Back Jump shot",1,1
"421","Al Horford",8,"Turnaround Bank shot",2,1
"422","Al Horford",8,"Turnaround Hook Shot",2,0
"423","Al Horford",8,"Turnaround Jump Shot",2,1
"424","Al Horford",9,"Floating Jump shot",1,0
"425","Al Horford",9,"Hook Shot",5,0
"426","Al Horford",9,"Jump Shot",7,1
"427","Al Horford",9,"Turnaround Hook Shot",2,1
"428","Al Horford",9,"Turnaround Jump Shot",1,0
"429","Al Horford",10,"Hook Shot",2,0
"430","Al Horford",10,"Jump Shot",1,0
"431","Al Horford",10,"Turnaround Fadeaway shot",1,0
"432","Al Horford",10,"Turnaround Jump Shot",2,0
"433","Al Horford",11,"Driving Hook Shot",1,0
"434","Al Horford",11,"Jump Bank Shot",1,0
"435","Al Horford",11,"Jump Shot",2,2
"436","Al Horford",11,"Step Back Jump shot",1,0
"437","Al Horford",11,"Turnaround Hook Shot",2,2
"438","Al Horford",12,"Fadeaway Jump Shot",1,0
"439","Al Horford",12,"Floating Jump shot",1,0
"440","Al Horford",12,"Jump Shot",5,2
"441","Al Horford",12,"Step Back Jump shot",1,0
"442","Al Horford",12,"Turnaround Hook Shot",1,1
"443","Al Horford",12,"Turnaround Jump Shot",2,1
"444","Al Horford",13,"Hook Shot",1,0
"445","Al Horford",13,"Jump Shot",17,8
"446","Al Horford",13,"Pullup Jump shot",1,1
"447","Al Horford",13,"Step Back Jump shot",1,1
"448","Al Horford",13,"Turnaround Hook Shot",1,0
"449","Al Horford",13,"Turnaround Jump Shot",1,0
"450","Al Horford",14,"Fadeaway Jump Shot",1,0
"451","Al Horford",14,"Hook Shot",1,0
"452","Al Horford",14,"Jump Shot",14,4
"453","Al Horford",14,"Step Back Jump shot",1,0
"454","Al Horford",15,"Jump Shot",27,11
"455","Al Horford",15,"Step Back Jump shot",2,0
"456","Al Horford",15,"Turnaround Jump Shot",1,0
"457","Al Horford",16,"Jump Bank Shot",1,1
"458","Al Horford",16,"Jump Shot",36,17
"459","Al Horford",16,"Pullup Jump shot",1,1
"460","Al Horford",16,"Running Jump Shot",1,1
"461","Al Horford",16,"Step Back Jump shot",2,0
"462","Al Horford",17,"Jump Shot",47,29
"463","Al Horford",17,"Turnaround Jump Shot",1,0
"464","Al Horford",18,"Fadeaway Jump Shot",1,0
"465","Al Horford",18,"Jump Shot",51,21
"466","Al Horford",18,"Step Back Jump shot",1,0
"467","Al Horford",18,"Turnaround Jump Shot",1,0
"468","Al Horford",19,"Jump Shot",56,27
"469","Al Horford",19,"Step Back Jump shot",1,0
"470","Al Horford",20,"Jump Shot",23,13
"471","Al Horford",21,"Jump Shot",14,5
"472","Al Horford",22,"Jump Shot",19,5
"473","Al Horford",23,"Jump Shot",48,16
"474","Al Horford",23,"Pullup Jump shot",1,0
"475","Al Horford",24,"Jump Bank Shot",1,1
"476","Al Horford",24,"Jump Shot",117,47
"477","Al Horford",24,"Running Jump Shot",2,1
"478","Al Horford",25,"Jump Shot",47,15
"479","Al Horford",25,"Running Jump Shot",2,0
"480","Al Horford",26,"Jump Shot",21,6
"481","Al Horford",26,"Pullup Jump shot",1,1
"482","Al Horford",27,"Jump Shot",1,0
"483","Al Horford",27,"Running Pull-Up Jump Shot",1,0
"484","Al Jefferson",0,"Alley Oop Layup shot",1,1
"485","Al Jefferson",0,"Cutting Dunk Shot",3,3
"486","Al Jefferson",0,"Dunk Shot",11,10
"487","Al Jefferson",0,"Layup Shot",20,11
"488","Al Jefferson",0,"Putback Layup Shot",4,3
"489","Al Jefferson",0,"Reverse Layup Shot",2,1
"490","Al Jefferson",0,"Tip Layup Shot",2,0
"491","Al Jefferson",1,"Cutting Layup Shot",3,3
"492","Al Jefferson",1,"Driving Finger Roll Layup Shot",1,1
"493","Al Jefferson",1,"Driving Layup Shot",2,2
"494","Al Jefferson",1,"Finger Roll Layup Shot",2,2
"495","Al Jefferson",1,"Jump Shot",1,1
"496","Al Jefferson",1,"Layup Shot",39,29
"497","Al Jefferson",1,"Putback Layup Shot",3,3
"498","Al Jefferson",1,"Reverse Layup Shot",2,2
"499","Al Jefferson",1,"Tip Layup Shot",3,2
