"","PLAYER_NAME","SHOT_DISTANCE","PERIOD","Shot_Quantity","Made_Quantity","Percentage"
"237","Chris Johnson",0,4,2,2,1
"238","Chris Kaman",0,1,1,0,0
"239","Chris Kaman",0,2,2,1,0.5
"240","Chris Paul",0,1,9,6,0.666666666666667
"241","Chris Paul",0,2,9,7,0.777777777777778
"242","Chris Paul",0,3,5,5,1
"243","Chris Paul",0,4,4,2,0.5
"244","Cleanthony Early",0,1,1,1,1
"245","Cleanthony Early",0,4,2,2,1
"246","Clint Capela",0,1,45,35,0.777777777777778
"247","Clint Capela",0,2,47,36,0.765957446808511
"248","Clint Capela",0,3,46,40,0.869565217391304
"249","Clint Capela",0,4,17,16,0.941176470588235
"250","Cody Zeller",0,1,51,41,0.803921568627451
"251","Cody Zeller",0,2,28,22,0.785714285714286
"252","Cody Zeller",0,3,36,33,0.916666666666667
"253","Cody Zeller",0,4,16,15,0.9375
"254","Cole Aldrich",0,1,4,4,1
"255","Cole Aldrich",0,2,9,5,0.555555555555556
"256","Cole Aldrich",0,3,4,4,1
"257","Cole Aldrich",0,4,18,14,0.777777777777778
"258","Corey Brewer",0,1,8,6,0.75
"259","Corey Brewer",0,2,14,8,0.571428571428571
"260","Corey Brewer",0,3,9,9,1
"261","Corey Brewer",0,4,10,8,0.8
"262","Cory Jefferson",0,1,1,1,1
"263","Cory Jefferson",0,2,2,2,1
"264","Cory Jefferson",0,4,3,3,1
"265","Cory Joseph",0,1,1,0,0
"266","Cory Joseph",0,2,11,6,0.545454545454545
"267","Cory Joseph",0,3,6,5,0.833333333333333
"268","Cory Joseph",0,4,6,4,0.666666666666667
"269","Courtney Lee",0,1,7,5,0.714285714285714
"270","Courtney Lee",0,2,7,5,0.714285714285714
"271","Courtney Lee",0,3,8,6,0.75
"272","Courtney Lee",0,4,6,3,0.5
"273","D.J. Augustin",0,1,2,1,0.5
"274","D.J. Augustin",0,2,3,0,0
"275","D.J. Augustin",0,3,1,0,0
"276","D.J. Augustin",0,4,5,3,0.6
"277","Dahntay Jones",0,3,1,0,0
"278","Damian Lillard",0,1,29,22,0.758620689655172
"279","Damian Lillard",0,2,12,8,0.666666666666667
"280","Damian Lillard",0,3,27,15,0.555555555555556
"281","Damian Lillard",0,4,21,13,0.619047619047619
"282","Damian Lillard",0,5,2,1,0.5
"283","Damjan Rudez",0,2,3,2,0.666666666666667
"284","Damjan Rudez",0,3,1,0,0
"285","Damjan Rudez",0,4,2,2,1
"286","Danilo Gallinari",0,1,30,25,0.833333333333333
"287","Danilo Gallinari",0,2,14,11,0.785714285714286
"288","Danilo Gallinari",0,3,24,19,0.791666666666667
"289","Danilo Gallinari",0,4,8,5,0.625
"290","Danny Green",0,1,19,11,0.578947368421053
"291","Danny Green",0,2,6,5,0.833333333333333
"292","Danny Green",0,3,7,3,0.428571428571429
"293","Danny Green",0,4,7,5,0.714285714285714
"294","Dante Cunningham",0,1,15,13,0.866666666666667
"295","Dante Cunningham",0,2,8,8,1
"296","Dante Cunningham",0,3,5,5,1
"297","Dante Cunningham",0,4,11,8,0.727272727272727
"298","Darrell Arthur",0,1,13,12,0.923076923076923
"299","Darrell Arthur",0,2,7,4,0.571428571428571
"300","Darrell Arthur",0,3,8,7,0.875
"301","Darrell Arthur",0,4,5,2,0.4
"302","Darren Collison",0,1,6,4,0.666666666666667
"303","Darren Collison",0,2,12,10,0.833333333333333
"304","Darren Collison",0,3,7,5,0.714285714285714
"305","Darren Collison",0,4,16,7,0.4375
"306","David Lee",0,1,22,21,0.954545454545455
"307","David Lee",0,2,20,18,0.9
"308","David Lee",0,3,14,11,0.785714285714286
"309","David Lee",0,4,12,11,0.916666666666667
"310","David West",0,1,6,6,1
"311","David West",0,2,12,10,0.833333333333333
"312","David West",0,3,7,6,0.857142857142857
"313","David West",0,4,5,4,0.8
"314","DeAndre Jordan",0,1,96,85,0.885416666666667
"315","DeAndre Jordan",0,2,60,53,0.883333333333333
"316","DeAndre Jordan",0,3,71,63,0.887323943661972
"317","DeAndre Jordan",0,4,46,43,0.934782608695652
"318","DeAndre Jordan",0,5,1,1,1
"319","DeJuan Blair",0,3,1,1,1
"320","DeJuan Blair",0,4,1,1,1
"321","DeMar DeRozan",0,1,21,17,0.80952380952381
"322","DeMar DeRozan",0,2,13,11,0.846153846153846
"323","DeMar DeRozan",0,3,29,26,0.896551724137931
"324","DeMar DeRozan",0,4,7,6,0.857142857142857
"325","DeMarcus Cousins",0,1,42,35,0.833333333333333
"326","DeMarcus Cousins",0,2,34,28,0.823529411764706
"327","DeMarcus Cousins",0,3,29,18,0.620689655172414
"328","DeMarcus Cousins",0,4,37,31,0.837837837837838
"329","DeMarcus Cousins",0,5,1,1,1
"330","DeMarre Carroll",0,1,3,3,1
"331","DeMarre Carroll",0,2,3,2,0.666666666666667
"332","DeMarre Carroll",0,3,5,5,1
"333","DeMarre Carroll",0,4,4,4,1
"334","Dennis Schroder",0,1,14,5,0.357142857142857
"335","Dennis Schroder",0,2,15,10,0.666666666666667
"336","Dennis Schroder",0,3,23,15,0.652173913043478
"337","Dennis Schroder",0,4,12,9,0.75
"338","Dennis Schroder",0,6,2,1,0.5
"339","Deron Williams",0,1,4,3,0.75
"340","Deron Williams",0,2,6,3,0.5
"341","Deron Williams",0,3,9,6,0.666666666666667
"342","Deron Williams",0,4,3,2,0.666666666666667
"343","Deron Williams",0,6,1,1,1
"344","Derrick Favors",0,1,28,26,0.928571428571429
"345","Derrick Favors",0,2,21,20,0.952380952380952
"346","Derrick Favors",0,3,40,35,0.875
"347","Derrick Favors",0,4,27,24,0.888888888888889
"348","Derrick Favors",0,5,2,2,1
"349","Derrick Rose",0,1,15,10,0.666666666666667
"350","Derrick Rose",0,2,13,8,0.615384615384615
"351","Derrick Rose",0,3,15,11,0.733333333333333
"352","Derrick Rose",0,4,3,3,1
"353","Derrick Williams",0,1,14,10,0.714285714285714
"354","Derrick Williams",0,2,37,31,0.837837837837838
"355","Derrick Williams",0,3,8,6,0.75
"356","Derrick Williams",0,4,28,24,0.857142857142857
"357","Devin Harris",0,1,8,6,0.75
"358","Devin Harris",0,2,6,4,0.666666666666667
"359","Devin Harris",0,3,4,3,0.75
"360","Devin Harris",0,4,10,5,0.5
"361","Devin Harris",0,5,1,1,1
"362","Devyn Marble",0,3,1,1,1
"363","Devyn Marble",0,4,1,1,1
"364","Dewayne Dedmon",0,1,15,11,0.733333333333333
"365","Dewayne Dedmon",0,2,14,9,0.642857142857143
"366","Dewayne Dedmon",0,3,18,15,0.833333333333333
"367","Dewayne Dedmon",0,4,14,13,0.928571428571429
"368","Dion Waiters",0,1,8,5,0.625
"369","Dion Waiters",0,2,20,12,0.6
"370","Dion Waiters",0,3,17,12,0.705882352941177
"371","Dion Waiters",0,4,15,11,0.733333333333333
"372","Dion Waiters",0,5,1,1,1
"373","Dirk Nowitzki",0,1,6,5,0.833333333333333
"374","Dirk Nowitzki",0,2,7,6,0.857142857142857
"375","Dirk Nowitzki",0,3,1,1,1
"376","Dirk Nowitzki",0,4,5,5,1
"377","Donald Sloan",0,1,5,3,0.6
"378","Donald Sloan",0,2,5,3,0.6
"379","Donald Sloan",0,3,11,9,0.818181818181818
"380","Donald Sloan",0,4,4,3,0.75
"381","Donatas Motiejunas",0,1,5,4,0.8
"382","Donatas Motiejunas",0,2,3,0,0
"383","Donatas Motiejunas",0,3,2,1,0.5
"384","Doug McDermott",0,1,2,2,1
"385","Doug McDermott",0,2,12,11,0.916666666666667
"386","Doug McDermott",0,3,6,5,0.833333333333333
"387","Doug McDermott",0,4,14,10,0.714285714285714
"388","Draymond Green",0,1,33,26,0.787878787878788
"389","Draymond Green",0,2,17,11,0.647058823529412
"390","Draymond Green",0,3,37,29,0.783783783783784
"391","Draymond Green",0,4,24,16,0.666666666666667
"392","Draymond Green",0,5,2,1,0.5
"393","Drew Gooden",0,1,2,0,0
"394","Drew Gooden",0,2,2,1,0.5
"395","Drew Gooden",0,4,3,1,0.333333333333333
"396","Dwight Howard",0,1,75,61,0.813333333333333
"397","Dwight Howard",0,2,64,57,0.890625
"398","Dwight Howard",0,3,44,42,0.954545454545455
"399","Dwight Howard",0,4,41,33,0.804878048780488
"400","Dwight Howard",0,5,3,3,1
"401","Dwight Powell",0,1,15,13,0.866666666666667
"402","Dwight Powell",0,2,18,15,0.833333333333333
"403","Dwight Powell",0,3,17,13,0.764705882352941
"404","Dwight Powell",0,4,23,18,0.782608695652174
"405","Dwyane Wade",0,1,27,18,0.666666666666667
"406","Dwyane Wade",0,2,27,21,0.777777777777778
"407","Dwyane Wade",0,3,20,14,0.7
"408","Dwyane Wade",0,4,18,16,0.888888888888889
"409","Dwyane Wade",0,5,2,2,1
"410","E'Twaun Moore",0,1,5,4,0.8
"411","E'Twaun Moore",0,2,3,2,0.666666666666667
"412","E'Twaun Moore",0,3,1,1,1
"413","E'Twaun Moore",0,4,4,3,0.75
"414","Ed Davis",0,1,21,15,0.714285714285714
"415","Ed Davis",0,2,42,34,0.80952380952381
"416","Ed Davis",0,3,16,12,0.75
"417","Ed Davis",0,4,24,18,0.75
"418","Elfrid Payton",0,1,22,17,0.772727272727273
"419","Elfrid Payton",0,2,21,12,0.571428571428571
"420","Elfrid Payton",0,3,20,17,0.85
"421","Elfrid Payton",0,4,10,8,0.8
"422","Elijah Millsap",0,2,2,2,1
"423","Elijah Millsap",0,4,2,0,0
"424","Elton Brand",0,1,3,2,0.666666666666667
"425","Elton Brand",0,3,1,1,1
"426","Elton Brand",0,4,1,0,0
"427","Enes Kanter",0,1,20,13,0.65
"428","Enes Kanter",0,2,44,35,0.795454545454545
"429","Enes Kanter",0,3,28,17,0.607142857142857
"430","Enes Kanter",0,4,62,53,0.854838709677419
"431","Eric Bledsoe",0,1,11,9,0.818181818181818
"432","Eric Bledsoe",0,2,11,7,0.636363636363636
"433","Eric Bledsoe",0,3,11,8,0.727272727272727
"434","Eric Bledsoe",0,4,11,5,0.454545454545455
"435","Eric Gordon",0,1,12,8,0.666666666666667
"436","Eric Gordon",0,2,4,3,0.75
"437","Eric Gordon",0,3,5,3,0.6
"438","Eric Gordon",0,4,3,2,0.666666666666667
"439","Eric Moreland",0,4,2,2,1
"440","Ersan Ilyasova",0,1,27,19,0.703703703703704
"441","Ersan Ilyasova",0,2,12,9,0.75
"442","Ersan Ilyasova",0,3,23,14,0.608695652173913
"443","Ersan Ilyasova",0,4,9,5,0.555555555555556
"444","Evan Fournier",0,1,25,18,0.72
"445","Evan Fournier",0,2,11,8,0.727272727272727
"446","Evan Fournier",0,3,15,12,0.8
"447","Evan Fournier",0,4,9,5,0.555555555555556
"448","Evan Turner",0,1,8,7,0.875
"449","Evan Turner",0,2,17,14,0.823529411764706
"450","Evan Turner",0,3,14,10,0.714285714285714
"451","Evan Turner",0,4,31,21,0.67741935483871
"452","Evan Turner",0,5,1,1,1
"453","Evan Turner",0,6,1,1,1
"454","Festus Ezeli",0,1,33,29,0.878787878787879
"455","Festus Ezeli",0,2,23,18,0.782608695652174
"456","Festus Ezeli",0,3,24,21,0.875
"457","Festus Ezeli",0,4,10,8,0.8
"458","Garrett Temple",0,1,11,7,0.636363636363636
"459","Garrett Temple",0,2,10,10,1
"460","Garrett Temple",0,3,13,11,0.846153846153846
"461","Garrett Temple",0,4,10,8,0.8
"462","Gary Harris",0,1,35,31,0.885714285714286
"463","Gary Harris",0,2,12,10,0.833333333333333
"464","Gary Harris",0,3,26,17,0.653846153846154
"465","Gary Harris",0,4,12,9,0.75
"466","Gary Harris",0,5,1,1,1
"467","Gary Neal",0,2,2,2,1
"468","Gary Neal",0,3,1,1,1
"469","Gary Neal",0,4,2,1,0.5
"470","George Hill",0,1,7,7,1
"471","George Hill",0,2,17,15,0.882352941176471
"472","George Hill",0,3,14,8,0.571428571428571
"473","George Hill",0,4,9,7,0.777777777777778
"474","Gerald Green",0,1,7,5,0.714285714285714
"475","Gerald Green",0,2,15,11,0.733333333333333
"476","Gerald Green",0,3,7,4,0.571428571428571
"477","Gerald Green",0,4,11,7,0.636363636363636
"478","Gerald Henderson",0,1,3,2,0.666666666666667
"479","Gerald Henderson",0,2,18,16,0.888888888888889
"480","Gerald Henderson",0,3,7,5,0.714285714285714
"481","Gerald Henderson",0,4,12,11,0.916666666666667
"482","Giannis Antetokounmpo",0,1,94,81,0.861702127659574
"483","Giannis Antetokounmpo",0,2,50,37,0.74
"484","Giannis Antetokounmpo",0,3,78,65,0.833333333333333
"485","Giannis Antetokounmpo",0,4,45,35,0.777777777777778
"486","Giannis Antetokounmpo",0,5,1,1,1
"487","Glenn Robinson",0,1,1,1,1
"488","Glenn Robinson",0,2,8,8,1
"489","Glenn Robinson",0,3,2,1,0.5
"490","Glenn Robinson",0,4,11,8,0.727272727272727
"491","Goran Dragic",0,1,25,17,0.68
"492","Goran Dragic",0,2,12,8,0.666666666666667
"493","Goran Dragic",0,3,10,7,0.7
"494","Goran Dragic",0,4,5,2,0.4
"495","Gordon Hayward",0,1,21,18,0.857142857142857
"496","Gordon Hayward",0,2,21,16,0.761904761904762
"497","Gordon Hayward",0,3,23,17,0.739130434782609
"498","Gordon Hayward",0,4,23,17,0.739130434782609
"499","Gordon Hayward",0,5,3,2,0.666666666666667
"500","Gorgui Dieng",0,1,36,26,0.722222222222222
"501","Gorgui Dieng",0,2,32,25,0.78125
"502","Gorgui Dieng",0,3,27,26,0.962962962962963
"503","Gorgui Dieng",0,4,28,23,0.821428571428571
"504","Greg Monroe",0,1,50,40,0.8
"505","Greg Monroe",0,2,42,26,0.619047619047619
"506","Greg Monroe",0,3,43,23,0.534883720930233
"507","Greg Monroe",0,4,35,25,0.714285714285714
"508","Greg Monroe",0,5,2,2,1
"509","Greg Monroe",0,6,1,1,1
"510","Greg Smith",0,2,6,5,0.833333333333333
"511","Greg Smith",0,3,4,1,0.25
"512","Greg Smith",0,4,1,1,1
"513","Greivis Vasquez",0,3,2,0,0
"514","Greivis Vasquez",0,4,3,2,0.666666666666667
"515","Harrison Barnes",0,1,21,16,0.761904761904762
"516","Harrison Barnes",0,2,18,15,0.833333333333333
"517","Harrison Barnes",0,3,20,17,0.85
"518","Harrison Barnes",0,4,16,13,0.8125
"519","Hassan Whiteside",0,1,47,42,0.893617021276596
"520","Hassan Whiteside",0,2,43,37,0.86046511627907
"521","Hassan Whiteside",0,3,50,44,0.88
"522","Hassan Whiteside",0,4,45,42,0.933333333333333
"523","Hassan Whiteside",0,5,3,3,1
"524","Henry Sims",0,2,4,3,0.75
"525","Henry Sims",0,3,1,1,1
"526","Henry Sims",0,4,2,2,1
"527","Hollis Thompson",0,1,4,3,0.75
"528","Hollis Thompson",0,2,8,5,0.625
"529","Hollis Thompson",0,3,6,5,0.833333333333333
"530","Hollis Thompson",0,4,7,4,0.571428571428571
"531","Ian Clark",0,2,5,3,0.6
"532","Ian Clark",0,4,3,2,0.666666666666667
"533","Ian Mahinmi",0,1,43,35,0.813953488372093
"534","Ian Mahinmi",0,2,20,12,0.6
"535","Ian Mahinmi",0,3,25,22,0.88
"536","Ian Mahinmi",0,4,15,11,0.733333333333333
"537","Iman Shumpert",0,1,1,1,1
"538","Iman Shumpert",0,2,15,8,0.533333333333333
"539","Iman Shumpert",0,3,4,3,0.75
"540","Iman Shumpert",0,4,10,8,0.8
"541","Isaiah Canaan",0,1,4,1,0.25
"542","Isaiah Canaan",0,2,7,3,0.428571428571429
"543","Isaiah Canaan",0,3,5,4,0.8
"544","Isaiah Canaan",0,4,1,1,1
"545","Isaiah Thomas",0,1,35,25,0.714285714285714
"546","Isaiah Thomas",0,2,23,13,0.565217391304348
"547","Isaiah Thomas",0,3,39,22,0.564102564102564
"548","Isaiah Thomas",0,4,31,26,0.838709677419355
"549","Ish Smith",0,1,20,10,0.5
"550","Ish Smith",0,2,12,5,0.416666666666667
"551","Ish Smith",0,3,20,15,0.75
"552","Ish Smith",0,4,13,8,0.615384615384615
