"","PLAYER_NAME","Type","Shot_Quantity","Made_Quantity","Percentage"
"1906","Damian Lillard","Running Dunk Shot",1,1,1
"1907","Damian Lillard","Running Finger Roll Layup Shot",1,1,1
"1908","Damian Lillard","Running Hook Shot",2,1,0.5
"1909","Damian Lillard","Running Jump Shot",44,16,0.363636363636364
"1910","Damian Lillard","Running Layup Shot",9,6,0.666666666666667
"1911","Damian Lillard","Running Slam Dunk Shot",2,2,1
"1912","Damian Lillard","Slam Dunk Shot",4,4,1
"1913","Damian Lillard","Step Back Jump shot",57,27,0.473684210526316
"1914","Damian Lillard","Tip Shot",2,1,0.5
"1915","Damian Lillard","Turnaround Fadeaway shot",1,1,1
"1916","Damian Lillard","Turnaround Jump Shot",9,5,0.555555555555556
"1917","Damjan Rudez","Driving Dunk Shot",1,1,1
"1918","Damjan Rudez","Driving Layup Shot",2,2,1
"1919","Damjan Rudez","Dunk Shot",2,2,1
"1920","Damjan Rudez","Floating Jump shot",1,1,1
"1921","Damjan Rudez","Jump Shot",229,96,0.419213973799127
"1922","Damjan Rudez","Layup Shot",15,7,0.466666666666667
"1923","Damjan Rudez","Pullup Jump shot",2,1,0.5
"1924","Damjan Rudez","Reverse Layup Shot",3,2,0.666666666666667
"1925","Damjan Rudez","Running Bank shot",1,1,1
"1926","Damjan Rudez","Running Jump Shot",3,3,1
"1927","Damjan Rudez","Running Tip Shot",1,1,1
"1928","Damjan Rudez","Step Back Jump shot",1,0,0
"1929","Damjan Rudez","Tip Shot",1,1,1
"1930","Damjan Rudez","Turnaround Jump Shot",1,1,1
"1931","Danilo Gallinari","Driving Dunk Shot",9,8,0.888888888888889
"1932","Danilo Gallinari","Driving Finger Roll Layup Shot",4,3,0.75
"1933","Danilo Gallinari","Driving Hook Shot",1,1,1
"1934","Danilo Gallinari","Driving Jump shot",1,0,0
"1935","Danilo Gallinari","Driving Layup Shot",24,20,0.833333333333333
"1936","Danilo Gallinari","Driving Reverse Layup Shot",1,0,0
"1937","Danilo Gallinari","Dunk Shot",7,6,0.857142857142857
"1938","Danilo Gallinari","Fadeaway Bank shot",1,1,1
"1939","Danilo Gallinari","Fadeaway Jump Shot",18,8,0.444444444444444
"1940","Danilo Gallinari","Finger Roll Layup Shot",6,3,0.5
"1941","Danilo Gallinari","Floating Jump shot",2,0,0
"1942","Danilo Gallinari","Jump Shot",397,137,0.345088161209068
"1943","Danilo Gallinari","Layup Shot",44,17,0.386363636363636
"1944","Danilo Gallinari","Pullup Jump shot",8,3,0.375
"1945","Danilo Gallinari","Putback Dunk Shot",1,1,1
"1946","Danilo Gallinari","Reverse Layup Shot",1,1,1
"1947","Danilo Gallinari","Running Bank shot",1,1,1
"1948","Danilo Gallinari","Running Finger Roll Layup Shot",1,1,1
"1949","Danilo Gallinari","Running Hook Shot",1,0,0
"1950","Danilo Gallinari","Running Jump Shot",13,3,0.230769230769231
"1951","Danilo Gallinari","Running Layup Shot",1,0,0
"1952","Danilo Gallinari","Step Back Jump shot",15,9,0.6
"1953","Danilo Gallinari","Tip Shot",1,0,0
"1954","Danilo Gallinari","Turnaround Bank shot",2,2,1
"1955","Danilo Gallinari","Turnaround Fadeaway shot",2,0,0
"1956","Danilo Gallinari","Turnaround Jump Shot",6,3,0.5
"1957","Danny Green","Alley Oop Layup shot",4,3,0.75
"1958","Danny Green","Driving Bank shot",1,1,1
"1959","Danny Green","Driving Finger Roll Layup Shot",2,2,1
"1960","Danny Green","Driving Jump shot",1,1,1
"1961","Danny Green","Driving Layup Shot",14,12,0.857142857142857
"1962","Danny Green","Driving Reverse Layup Shot",1,1,1
"1963","Danny Green","Dunk Shot",3,3,1
"1964","Danny Green","Floating Jump shot",4,2,0.5
"1965","Danny Green","Jump Bank Shot",7,4,0.571428571428571
"1966","Danny Green","Jump Shot",531,214,0.4030131826742
"1967","Danny Green","Layup Shot",74,39,0.527027027027027
"1968","Danny Green","Pullup Bank shot",2,0,0
"1969","Danny Green","Pullup Jump shot",37,15,0.405405405405405
"1970","Danny Green","Putback Dunk Shot",1,1,1
"1971","Danny Green","Putback Layup Shot",1,0,0
"1972","Danny Green","Reverse Layup Shot",8,5,0.625
"1973","Danny Green","Running Bank shot",8,3,0.375
"1974","Danny Green","Running Finger Roll Layup Shot",1,0,0
"1975","Danny Green","Running Hook Shot",2,1,0.5
"1976","Danny Green","Running Jump Shot",13,4,0.307692307692308
"1977","Danny Green","Running Layup Shot",4,2,0.5
"1978","Danny Green","Running Tip Shot",2,2,1
"1979","Danny Green","Slam Dunk Shot",1,0,0
"1980","Danny Green","Step Back Jump shot",4,2,0.5
"1981","Danny Green","Tip Shot",11,5,0.454545454545455
"1982","Danny Green","Turnaround Jump Shot",1,0,0
"1983","Dante Cunningham","Alley Oop Layup shot",2,2,1
"1984","Dante Cunningham","Driving Dunk Shot",1,1,1
"1985","Dante Cunningham","Driving Jump shot",3,1,0.333333333333333
"1986","Dante Cunningham","Driving Layup Shot",7,4,0.571428571428571
"1987","Dante Cunningham","Driving Reverse Layup Shot",1,0,0
"1988","Dante Cunningham","Driving Slam Dunk Shot",1,1,1
"1989","Dante Cunningham","Dunk Shot",8,8,1
"1990","Dante Cunningham","Floating Jump shot",1,1,1
"1991","Dante Cunningham","Hook Shot",1,0,0
"1992","Dante Cunningham","Jump Bank Shot",2,1,0.5
"1993","Dante Cunningham","Jump Shot",231,88,0.380952380952381
"1994","Dante Cunningham","Layup Shot",53,32,0.60377358490566
"1995","Dante Cunningham","Pullup Jump shot",9,5,0.555555555555556
"1996","Dante Cunningham","Putback Layup Shot",1,1,1
"1997","Dante Cunningham","Reverse Layup Shot",4,4,1
"1998","Dante Cunningham","Running Hook Shot",1,1,1
"1999","Dante Cunningham","Running Jump Shot",5,2,0.4
"2000","Dante Cunningham","Running Layup Shot",1,0,0
"2001","Dante Cunningham","Slam Dunk Shot",2,2,1
"2002","Dante Cunningham","Tip Shot",3,0,0
"2003","Dante Cunningham","Turnaround Bank Hook Shot",1,1,1
"2004","Dante Cunningham","Turnaround Jump Shot",1,0,0
"2005","Darrell Arthur","Alley Oop Layup shot",1,1,1
"2006","Darrell Arthur","Driving Dunk Shot",3,3,1
"2007","Darrell Arthur","Driving Layup Shot",3,3,1
"2008","Darrell Arthur","Driving Slam Dunk Shot",1,1,1
"2009","Darrell Arthur","Dunk Shot",5,4,0.8
"2010","Darrell Arthur","Fadeaway Jump Shot",2,2,1
"2011","Darrell Arthur","Finger Roll Layup Shot",2,2,1
"2012","Darrell Arthur","Floating Jump shot",1,1,1
"2013","Darrell Arthur","Hook Shot",5,2,0.4
"2014","Darrell Arthur","Jump Hook Shot",1,1,1
"2015","Darrell Arthur","Jump Shot",297,105,0.353535353535354
"2016","Darrell Arthur","Layup Shot",20,8,0.4
"2017","Darrell Arthur","Pullup Jump shot",4,2,0.5
"2018","Darrell Arthur","Putback Dunk Shot",2,2,1
"2019","Darrell Arthur","Putback Layup Shot",4,3,0.75
"2020","Darrell Arthur","Reverse Layup Shot",3,1,0.333333333333333
"2021","Darrell Arthur","Running Bank shot",1,0,0
"2022","Darrell Arthur","Running Hook Shot",2,2,1
"2023","Darrell Arthur","Running Jump Shot",2,1,0.5
"2024","Darrell Arthur","Running Slam Dunk Shot",1,1,1
"2025","Darrell Arthur","Running Tip Shot",1,1,1
"2026","Darrell Arthur","Slam Dunk Shot",1,0,0
"2027","Darrell Arthur","Step Back Jump shot",2,2,1
"2028","Darrell Arthur","Tip Shot",6,3,0.5
"2029","Darrell Arthur","Turnaround Fadeaway shot",2,1,0.5
"2030","Darrell Arthur","Turnaround Jump Shot",12,3,0.25
"2031","Darren Collison","Driving Dunk Shot",1,1,1
"2032","Darren Collison","Driving Finger Roll Layup Shot",2,1,0.5
"2033","Darren Collison","Driving Jump shot",1,0,0
"2034","Darren Collison","Driving Layup Shot",82,66,0.804878048780488
"2035","Darren Collison","Driving Reverse Layup Shot",2,1,0.5
"2036","Darren Collison","Dunk Shot",2,2,1
"2037","Darren Collison","Fadeaway Jump Shot",1,1,1
"2038","Darren Collison","Finger Roll Layup Shot",1,1,1
"2039","Darren Collison","Floating Jump shot",3,3,1
"2040","Darren Collison","Jump Bank Shot",8,7,0.875
"2041","Darren Collison","Jump Hook Shot",1,0,0
"2042","Darren Collison","Jump Shot",341,117,0.343108504398827
"2043","Darren Collison","Layup Shot",45,18,0.4
"2044","Darren Collison","Pullup Jump shot",33,28,0.848484848484849
"2045","Darren Collison","Reverse Layup Shot",3,1,0.333333333333333
"2046","Darren Collison","Running Jump Shot",12,5,0.416666666666667
"2047","Darren Collison","Slam Dunk Shot",2,2,1
"2048","Darren Collison","Step Back Jump shot",6,3,0.5
"2049","Darren Collison","Tip Shot",2,2,1
"2050","Darren Collison","Turnaround Fadeaway shot",1,0,0
"2051","Darren Collison","Turnaround Jump Shot",1,1,1
"2052","David Lee","Alley Oop Dunk Shot",1,1,1
"2053","David Lee","Alley Oop Layup shot",3,2,0.666666666666667
"2054","David Lee","Driving Bank Hook Shot",1,0,0
"2055","David Lee","Driving Bank shot",1,1,1
"2056","David Lee","Driving Finger Roll Layup Shot",7,7,1
"2057","David Lee","Driving Hook Shot",3,2,0.666666666666667
"2058","David Lee","Driving Layup Shot",18,16,0.888888888888889
"2059","David Lee","Driving Reverse Layup Shot",3,2,0.666666666666667
"2060","David Lee","Driving Slam Dunk Shot",8,8,1
"2061","David Lee","Dunk Shot",6,5,0.833333333333333
"2062","David Lee","Fadeaway Jump Shot",3,1,0.333333333333333
"2063","David Lee","Finger Roll Layup Shot",1,1,1
"2064","David Lee","Floating Jump shot",5,4,0.8
"2065","David Lee","Hook Shot",3,0,0
"2066","David Lee","Jump Bank Shot",4,4,1
"2067","David Lee","Jump Hook Shot",9,3,0.333333333333333
"2068","David Lee","Jump Shot",73,10,0.136986301369863
"2069","David Lee","Layup Shot",63,33,0.523809523809524
"2070","David Lee","Pullup Jump shot",3,2,0.666666666666667
"2071","David Lee","Putback Layup Shot",2,2,1
"2072","David Lee","Putback Slam Dunk Shot",2,2,1
"2073","David Lee","Reverse Layup Shot",4,3,0.75
"2074","David Lee","Running Bank Hook Shot",1,1,1
"2075","David Lee","Running Bank shot",2,1,0.5
"2076","David Lee","Running Finger Roll Layup Shot",1,1,1
"2077","David Lee","Running Hook Shot",3,1,0.333333333333333
"2078","David Lee","Running Jump Shot",3,2,0.666666666666667
"2079","David Lee","Running Layup Shot",4,4,1
"2080","David Lee","Running Reverse Layup Shot",1,1,1
"2081","David Lee","Slam Dunk Shot",7,7,1
"2082","David Lee","Step Back Jump shot",6,4,0.666666666666667
"2083","David Lee","Tip Shot",21,10,0.476190476190476
"2084","David Lee","Turnaround Bank Hook Shot",2,1,0.5
"2085","David Lee","Turnaround Bank shot",4,4,1
"2086","David Lee","Turnaround Fadeaway shot",3,0,0
"2087","David Lee","Turnaround Hook Shot",23,12,0.521739130434783
"2088","David Lee","Turnaround Jump Shot",9,2,0.222222222222222
"2089","David West","Driving Finger Roll Layup Shot",1,1,1
"2090","David West","Driving Jump shot",2,0,0
"2091","David West","Driving Layup Shot",6,3,0.5
"2092","David West","Dunk Shot",3,2,0.666666666666667
"2093","David West","Fadeaway Bank shot",1,1,1
"2094","David West","Fadeaway Jump Shot",22,16,0.727272727272727
"2095","David West","Finger Roll Layup Shot",1,0,0
"2096","David West","Floating Jump shot",1,1,1
"2097","David West","Hook Shot",13,6,0.461538461538462
"2098","David West","Jump Bank Shot",16,11,0.6875
"2099","David West","Jump Hook Shot",3,3,1
"2100","David West","Jump Shot",468,196,0.418803418803419
"2101","David West","Layup Shot",76,48,0.631578947368421
"2102","David West","Pullup Jump shot",2,1,0.5
"2103","David West","Putback Layup Shot",10,9,0.9
"2104","David West","Reverse Layup Shot",1,0,0
"2105","David West","Running Hook Shot",3,1,0.333333333333333
"2106","David West","Running Jump Shot",3,1,0.333333333333333
"2107","David West","Running Layup Shot",2,1,0.5
"2108","David West","Slam Dunk Shot",1,1,1
"2109","David West","Step Back Jump shot",17,5,0.294117647058824
"2110","David West","Tip Shot",7,3,0.428571428571429
"2111","David West","Turnaround Bank shot",2,1,0.5
"2112","David West","Turnaround Fadeaway shot",9,3,0.333333333333333
"2113","David West","Turnaround Hook Shot",2,1,0.5
"2114","David West","Turnaround Jump Shot",14,8,0.571428571428571
"2115","DeAndre Jordan","Alley Oop Dunk Shot",127,109,0.858267716535433
"2116","DeAndre Jordan","Alley Oop Layup shot",21,11,0.523809523809524
"2117","DeAndre Jordan","Driving Dunk Shot",6,6,1
"2118","DeAndre Jordan","Driving Finger Roll Layup Shot",1,1,1
"2119","DeAndre Jordan","Driving Hook Shot",1,0,0
"2120","DeAndre Jordan","Driving Layup Shot",4,3,0.75
"2121","DeAndre Jordan","Driving Slam Dunk Shot",4,4,1
"2122","DeAndre Jordan","Dunk Shot",58,50,0.862068965517241
"2123","DeAndre Jordan","Fadeaway Jump Shot",1,0,0
"2124","DeAndre Jordan","Finger Roll Layup Shot",1,1,1
"2125","DeAndre Jordan","Hook Bank Shot",1,1,1
"2126","DeAndre Jordan","Hook Shot",13,6,0.461538461538462
"2127","DeAndre Jordan","Jump Bank Shot",1,1,1
"2128","DeAndre Jordan","Jump Hook Shot",3,1,0.333333333333333
"2129","DeAndre Jordan","Jump Shot",23,7,0.304347826086957
"2130","DeAndre Jordan","Layup Shot",105,56,0.533333333333333
"2131","DeAndre Jordan","Pullup Jump shot",1,1,1
"2132","DeAndre Jordan","Putback Dunk Shot",27,22,0.814814814814815
"2133","DeAndre Jordan","Putback Layup Shot",11,10,0.909090909090909
"2134","DeAndre Jordan","Putback Slam Dunk Shot",10,10,1
"2135","DeAndre Jordan","Reverse Dunk Shot",4,4,1
"2136","DeAndre Jordan","Reverse Layup Shot",3,2,0.666666666666667
"2137","DeAndre Jordan","Reverse Slam Dunk Shot",3,3,1
"2138","DeAndre Jordan","Slam Dunk Shot",45,44,0.977777777777778
"2139","DeAndre Jordan","Tip Shot",59,25,0.423728813559322
"2140","DeAndre Jordan","Turnaround Hook Shot",1,1,1
"2141","DeJuan Blair","Driving Finger Roll Layup Shot",1,1,1
"2142","DeJuan Blair","Driving Layup Shot",1,1,1
"2143","DeJuan Blair","Driving Reverse Layup Shot",1,0,0
"2144","DeJuan Blair","Dunk Shot",1,1,1
"2145","DeJuan Blair","Finger Roll Layup Shot",1,1,1
"2146","DeJuan Blair","Floating Jump shot",5,4,0.8
"2147","DeJuan Blair","Hook Shot",1,1,1
"2148","DeJuan Blair","Jump Bank Shot",2,1,0.5
"2149","DeJuan Blair","Jump Shot",19,4,0.210526315789474
"2150","DeJuan Blair","Layup Shot",9,2,0.222222222222222
"2151","DeJuan Blair","Putback Layup Shot",1,1,1
"2152","DeJuan Blair","Reverse Layup Shot",3,3,1
"2153","DeJuan Blair","Running Jump Shot",2,2,1
"2154","DeJuan Blair","Slam Dunk Shot",1,1,1
"2155","DeJuan Blair","Tip Shot",3,1,0.333333333333333
"2156","DeJuan Blair","Turnaround Hook Shot",4,1,0.25
"2157","DeJuan Blair","Turnaround Jump Shot",2,1,0.5
"2158","DeMar DeRozan","Alley Oop Dunk Shot",3,3,1
"2159","DeMar DeRozan","Alley Oop Layup shot",2,2,1
"2160","DeMar DeRozan","Driving Bank shot",9,7,0.777777777777778
"2161","DeMar DeRozan","Driving Dunk Shot",6,5,0.833333333333333
"2162","DeMar DeRozan","Driving Finger Roll Layup Shot",8,8,1
"2163","DeMar DeRozan","Driving Hook Shot",1,0,0
"2164","DeMar DeRozan","Driving Jump shot",43,19,0.441860465116279
"2165","DeMar DeRozan","Driving Layup Shot",82,43,0.524390243902439
"2166","DeMar DeRozan","Driving Reverse Layup Shot",16,11,0.6875
"2167","DeMar DeRozan","Driving Slam Dunk Shot",7,6,0.857142857142857
"2168","DeMar DeRozan","Dunk Shot",5,4,0.8
"2169","DeMar DeRozan","Fadeaway Bank shot",1,1,1
"2170","DeMar DeRozan","Fadeaway Jump Shot",53,27,0.509433962264151
"2171","DeMar DeRozan","Finger Roll Layup Shot",1,1,1
"2172","DeMar DeRozan","Floating Jump shot",16,7,0.4375
"2173","DeMar DeRozan","Jump Bank Shot",4,3,0.75
"2174","DeMar DeRozan","Jump Hook Shot",1,0,0
"2175","DeMar DeRozan","Jump Shot",429,123,0.286713286713287
"2176","DeMar DeRozan","Layup Shot",41,21,0.51219512195122
"2177","DeMar DeRozan","Pullup Bank shot",5,2,0.4
"2178","DeMar DeRozan","Pullup Jump shot",81,33,0.407407407407407
"2179","DeMar DeRozan","Putback Layup Shot",1,1,1
"2180","DeMar DeRozan","Putback Slam Dunk Shot",2,1,0.5
"2181","DeMar DeRozan","Reverse Layup Shot",6,4,0.666666666666667
"2182","DeMar DeRozan","Running Bank shot",4,1,0.25
"2183","DeMar DeRozan","Running Dunk Shot",2,2,1
"2184","DeMar DeRozan","Running Jump Shot",18,8,0.444444444444444
"2185","DeMar DeRozan","Running Layup Shot",4,2,0.5
"2186","DeMar DeRozan","Running Slam Dunk Shot",5,5,1
"2187","DeMar DeRozan","Slam Dunk Shot",3,3,1
"2188","DeMar DeRozan","Step Back Jump shot",22,7,0.318181818181818
"2189","DeMar DeRozan","Tip Shot",1,0,0
"2190","DeMar DeRozan","Turnaround Bank shot",6,5,0.833333333333333
"2191","DeMar DeRozan","Turnaround Fadeaway shot",42,18,0.428571428571429
"2192","DeMar DeRozan","Turnaround Jump Shot",60,26,0.433333333333333
"2193","DeMarcus Cousins","Alley Oop Dunk Shot",3,3,1
"2194","DeMarcus Cousins","Alley Oop Layup shot",5,5,1
"2195","DeMarcus Cousins","Driving Dunk Shot",12,12,1
"2196","DeMarcus Cousins","Driving Finger Roll Layup Shot",2,2,1
"2197","DeMarcus Cousins","Driving Hook Shot",1,1,1
"2198","DeMarcus Cousins","Driving Jump shot",2,1,0.5
"2199","DeMarcus Cousins","Driving Layup Shot",61,47,0.770491803278688
"2200","DeMarcus Cousins","Driving Reverse Layup Shot",4,3,0.75
"2201","DeMarcus Cousins","Driving Slam Dunk Shot",5,5,1
"2202","DeMarcus Cousins","Dunk Shot",22,20,0.909090909090909
"2203","DeMarcus Cousins","Fadeaway Bank shot",1,1,1
"2204","DeMarcus Cousins","Fadeaway Jump Shot",20,7,0.35
"2205","DeMarcus Cousins","Finger Roll Layup Shot",4,3,0.75
"2206","DeMarcus Cousins","Floating Jump shot",2,2,1
"2207","DeMarcus Cousins","Hook Shot",11,3,0.272727272727273
"2208","DeMarcus Cousins","Jump Bank Hook Shot",1,1,1
"2209","DeMarcus Cousins","Jump Bank Shot",15,11,0.733333333333333
"2210","DeMarcus Cousins","Jump Hook Shot",24,16,0.666666666666667
"2211","DeMarcus Cousins","Jump Shot",466,129,0.276824034334764
"2212","DeMarcus Cousins","Layup Shot",256,128,0.5
"2213","DeMarcus Cousins","Pullup Jump shot",7,5,0.714285714285714
"2214","DeMarcus Cousins","Putback Dunk Shot",7,4,0.571428571428571
"2215","DeMarcus Cousins","Putback Layup Shot",6,4,0.666666666666667
"2216","DeMarcus Cousins","Putback Slam Dunk Shot",1,1,1
"2217","DeMarcus Cousins","Reverse Dunk Shot",4,4,1
"2218","DeMarcus Cousins","Reverse Layup Shot",25,18,0.72
"2219","DeMarcus Cousins","Reverse Slam Dunk Shot",1,1,1
"2220","DeMarcus Cousins","Running Bank Hook Shot",1,1,1
"2221","DeMarcus Cousins","Running Bank shot",4,3,0.75
"2222","DeMarcus Cousins","Running Finger Roll Layup Shot",3,3,1
"2223","DeMarcus Cousins","Running Hook Shot",5,3,0.6
"2224","DeMarcus Cousins","Running Jump Shot",2,1,0.5
"2225","DeMarcus Cousins","Running Slam Dunk Shot",1,1,1
"2226","DeMarcus Cousins","Slam Dunk Shot",21,21,1
"2227","DeMarcus Cousins","Step Back Jump shot",13,6,0.461538461538462
"2228","DeMarcus Cousins","Tip Shot",34,18,0.529411764705882
"2229","DeMarcus Cousins","Turnaround Bank Hook Shot",1,1,1
"2230","DeMarcus Cousins","Turnaround Bank shot",2,1,0.5
"2231","DeMarcus Cousins","Turnaround Fadeaway shot",3,1,0.333333333333333
"2232","DeMarcus Cousins","Turnaround Jump Shot",8,1,0.125
"2233","DeMarre Carroll","Driving Bank shot",1,1,1
"2234","DeMarre Carroll","Driving Dunk Shot",4,4,1
"2235","DeMarre Carroll","Driving Finger Roll Layup Shot",1,1,1
"2236","DeMarre Carroll","Driving Hook Shot",4,1,0.25
"2237","DeMarre Carroll","Driving Jump shot",24,12,0.5
"2238","DeMarre Carroll","Driving Layup Shot",24,15,0.625
"2239","DeMarre Carroll","Driving Reverse Layup Shot",4,3,0.75
"2240","DeMarre Carroll","Dunk Shot",4,4,1
"2241","DeMarre Carroll","Fadeaway Jump Shot",3,1,0.333333333333333
"2242","DeMarre Carroll","Floating Jump shot",16,12,0.75
"2243","DeMarre Carroll","Jump Bank Shot",1,0,0
"2244","DeMarre Carroll","Jump Shot",370,141,0.381081081081081
"2245","DeMarre Carroll","Layup Shot",109,65,0.596330275229358
"2246","DeMarre Carroll","Pullup Jump shot",12,5,0.416666666666667
"2247","DeMarre Carroll","Putback Layup Shot",13,8,0.615384615384615
"2248","DeMarre Carroll","Reverse Layup Shot",7,3,0.428571428571429
"2249","DeMarre Carroll","Running Bank shot",1,1,1
"2250","DeMarre Carroll","Running Dunk Shot",2,2,1
"2251","DeMarre Carroll","Running Hook Shot",2,2,1
"2252","DeMarre Carroll","Running Jump Shot",11,5,0.454545454545455
"2253","DeMarre Carroll","Running Layup Shot",28,24,0.857142857142857
"2254","DeMarre Carroll","Running Reverse Layup Shot",1,1,1
"2255","DeMarre Carroll","Slam Dunk Shot",2,2,1
"2256","DeMarre Carroll","Step Back Jump shot",2,1,0.5
"2257","DeMarre Carroll","Tip Shot",4,1,0.25
"2258","DeMarre Carroll","Turnaround Jump Shot",3,3,1
"2259","Dennis Schroder","Driving Bank shot",4,3,0.75
"2260","Dennis Schroder","Driving Dunk Shot",4,2,0.5
"2261","Dennis Schroder","Driving Finger Roll Layup Shot",17,12,0.705882352941177
"2262","Dennis Schroder","Driving Jump shot",27,7,0.259259259259259
"2263","Dennis Schroder","Driving Layup Shot",184,103,0.559782608695652
"2264","Dennis Schroder","Driving Reverse Layup Shot",3,1,0.333333333333333
"2265","Dennis Schroder","Dunk Shot",1,1,1
"2266","Dennis Schroder","Fadeaway Bank shot",1,0,0
"2267","Dennis Schroder","Fadeaway Jump Shot",1,0,0
"2268","Dennis Schroder","Finger Roll Layup Shot",2,2,1
"2269","Dennis Schroder","Floating Jump shot",26,13,0.5
"2270","Dennis Schroder","Jump Shot",254,79,0.311023622047244
"2271","Dennis Schroder","Layup Shot",45,17,0.377777777777778
"2272","Dennis Schroder","Pullup Bank shot",2,0,0
"2273","Dennis Schroder","Pullup Jump shot",68,34,0.5
"2274","Dennis Schroder","Putback Layup Shot",2,0,0
"2275","Dennis Schroder","Running Bank shot",2,1,0.5
"2276","Dennis Schroder","Running Dunk Shot",1,1,1
"2277","Dennis Schroder","Running Finger Roll Layup Shot",1,1,1
"2278","Dennis Schroder","Running Jump Shot",14,3,0.214285714285714
"2279","Dennis Schroder","Running Layup Shot",5,3,0.6
"2280","Dennis Schroder","Turnaround Jump Shot",1,1,1
"2281","Deron Williams","Alley Oop Layup shot",1,0,0
"2282","Deron Williams","Driving Bank shot",3,2,0.666666666666667
"2283","Deron Williams","Driving Finger Roll Layup Shot",10,9,0.9
"2284","Deron Williams","Driving Hook Shot",2,1,0.5
"2285","Deron Williams","Driving Jump shot",8,3,0.375
"2286","Deron Williams","Driving Layup Shot",69,37,0.536231884057971
"2287","Deron Williams","Driving Reverse Layup Shot",5,3,0.6
"2288","Deron Williams","Fadeaway Jump Shot",14,8,0.571428571428571
"2289","Deron Williams","Finger Roll Layup Shot",2,1,0.5
"2290","Deron Williams","Floating Jump shot",33,20,0.606060606060606
"2291","Deron Williams","Hook Shot",3,1,0.333333333333333
"2292","Deron Williams","Jump Bank Shot",7,3,0.428571428571429
"2293","Deron Williams","Jump Hook Shot",1,0,0
"2294","Deron Williams","Jump Shot",419,135,0.322195704057279
"2295","Deron Williams","Layup Shot",71,20,0.28169014084507
"2296","Deron Williams","Pullup Jump shot",35,22,0.628571428571429
"2297","Deron Williams","Putback Layup Shot",2,1,0.5
"2298","Deron Williams","Reverse Layup Shot",8,2,0.25
"2299","Deron Williams","Running Bank shot",10,6,0.6
"2300","Deron Williams","Running Hook Shot",1,0,0
"2301","Deron Williams","Running Jump Shot",25,8,0.32
"2302","Deron Williams","Running Layup Shot",4,3,0.75
"2303","Deron Williams","Slam Dunk Shot",1,0,0
"2304","Deron Williams","Step Back Jump shot",13,2,0.153846153846154
"2305","Deron Williams","Tip Shot",2,1,0.5
"2306","Deron Williams","Turnaround Fadeaway shot",5,4,0.8
"2307","Deron Williams","Turnaround Jump Shot",17,6,0.352941176470588
"2308","Derrick Favors","Alley Oop Dunk Shot",2,2,1
"2309","Derrick Favors","Driving Bank shot",1,1,1
"2310","Derrick Favors","Driving Dunk Shot",4,4,1
"2311","Derrick Favors","Driving Finger Roll Layup Shot",1,0,0
"2312","Derrick Favors","Driving Jump shot",1,1,1
"2313","Derrick Favors","Driving Layup Shot",21,15,0.714285714285714
"2314","Derrick Favors","Driving Reverse Layup Shot",1,1,1
"2315","Derrick Favors","Driving Slam Dunk Shot",2,2,1
"2316","Derrick Favors","Dunk Shot",36,34,0.944444444444444
"2317","Derrick Favors","Fadeaway Jump Shot",13,6,0.461538461538462
"2318","Derrick Favors","Floating Jump shot",4,2,0.5
"2319","Derrick Favors","Hook Shot",18,6,0.333333333333333
"2320","Derrick Favors","Jump Bank Shot",14,11,0.785714285714286
"2321","Derrick Favors","Jump Hook Shot",16,11,0.6875
"2322","Derrick Favors","Jump Shot",380,125,0.328947368421053
"2323","Derrick Favors","Layup Shot",182,117,0.642857142857143
"2324","Derrick Favors","Pullup Jump shot",4,2,0.5
"2325","Derrick Favors","Putback Dunk Shot",4,4,1
"2326","Derrick Favors","Putback Layup Shot",9,8,0.888888888888889
"2327","Derrick Favors","Putback Slam Dunk Shot",2,2,1
"2328","Derrick Favors","Reverse Dunk Shot",1,1,1
"2329","Derrick Favors","Reverse Layup Shot",48,31,0.645833333333333
"2330","Derrick Favors","Running Bank shot",4,3,0.75
"2331","Derrick Favors","Running Dunk Shot",2,2,1
"2332","Derrick Favors","Running Hook Shot",4,1,0.25
"2333","Derrick Favors","Running Jump Shot",9,3,0.333333333333333
"2334","Derrick Favors","Running Layup Shot",7,6,0.857142857142857
"2335","Derrick Favors","Running Slam Dunk Shot",2,2,1
"2336","Derrick Favors","Slam Dunk Shot",52,52,1
"2337","Derrick Favors","Step Back Jump shot",1,0,0
"2338","Derrick Favors","Tip Shot",30,14,0.466666666666667
"2339","Derrick Favors","Turnaround Fadeaway shot",14,5,0.357142857142857
"2340","Derrick Favors","Turnaround Hook Shot",8,4,0.5
"2341","Derrick Favors","Turnaround Jump Shot",21,4,0.19047619047619
"2342","Derrick Rose","Driving Bank shot",2,2,1
"2343","Derrick Rose","Driving Finger Roll Layup Shot",5,5,1
"2344","Derrick Rose","Driving Jump shot",17,11,0.647058823529412
"2345","Derrick Rose","Driving Layup Shot",77,55,0.714285714285714
"2346","Derrick Rose","Driving Reverse Layup Shot",11,8,0.727272727272727
"2347","Derrick Rose","Driving Slam Dunk Shot",1,1,1
"2348","Derrick Rose","Dunk Shot",3,3,1
"2349","Derrick Rose","Fadeaway Bank shot",1,1,1
"2350","Derrick Rose","Fadeaway Jump Shot",4,1,0.25
"2351","Derrick Rose","Finger Roll Layup Shot",6,2,0.333333333333333
"2352","Derrick Rose","Floating Jump shot",42,25,0.595238095238095
